web-scraper-order,web-scraper-start-url,img-src,name,type,efficiency rating,wattage,modular,color,price,link,link-href,rating
"1672962917-701","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","https://images-na.ssl-images-amazon.com/images/I/41z3I3BNcfL.jpg","Corsair TX550M Gold","TypeATX","Efficiency Rating80+ Gold","Wattage550 W","ModularSemi","Color","null","Corsair TX550M Gold         (64)","https://es.pcpartpicker.com/product/dDH48d/corsair-txm-gold-550w-80-gold-certified-semi-modular-atx-power-supply-cp-9020133-na","(64 Ratings, 4.8 Average)"
"1672962919-702","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/130c0298ab162cc5c52acc796d959aab.256p.jpg","Corsair VS600 (2020)","TypeATX","Efficiency Rating80+ Bronze","Wattage600 W","ModularNo","ColorBlack","null","Corsair VS600 (2020)         (1)","https://es.pcpartpicker.com/product/zXcG3C/corsair-vs600-2020-600-w-80-bronze-certified-atx-power-supply-cp-9020224-na","(1 Rating, 4.0 Average)"
"1672962922-703","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","https://m.media-amazon.com/images/I/410h-CQ1v0S.jpg","EVGA SuperNOVA 850 GM","TypeSFX","Efficiency Rating80+ Gold","Wattage850 W","ModularFull","ColorBlack","null","EVGA SuperNOVA 850 GM         (6)","https://es.pcpartpicker.com/product/pt3gXL/evga-supernova-gm-850-w-80-gold-certified-fully-modular-sfx-power-supply-123-gm-0850-x1","(6 Ratings, 4.7 Average)"
"1672962924-704","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/fa07f378e67cc4bf3a6d7cd2600338ae.256p.jpg","Thermaltake Toughpower","TypeATX","Efficiency Rating80+ Gold","Wattage750 W","ModularSemi","Color","null","Thermaltake Toughpower         (31)","https://es.pcpartpicker.com/product/MVrG3C/thermaltake-power-supply-pstpd0750mpcgus1","(31 Ratings, 4.6 Average)"
"1672962926-705","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/dbcc01d16fe6fb17f09bc5e55c3e38ae.256p.jpg","MSI MEG Ai1300P PCIE5","TypeATX","Efficiency Rating80+ Platinum","Wattage1300 W","ModularFull","ColorBlack / Copper","null","MSI MEG Ai1300P PCIE5         (0)","https://es.pcpartpicker.com/product/JDGbt6/msi-meg-ai1300p-pcie5-1300-w-80-platinum-certified-fully-modular-atx-power-supply-meg-ai1300p-pcie5","null"
"1672962929-706","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/73bfc08ebedbbebd39d7967a51a4f881.256p.jpg","EVGA SuperNOVA 650 GT","TypeATX","Efficiency Rating80+ Gold","Wattage650 W","ModularFull","ColorBlack","null","EVGA SuperNOVA 650 GT         (5)","https://es.pcpartpicker.com/product/49VG3C/evga-supernova-650-gt-650-w-80-gold-certified-fully-modular-atx-power-supply-220-gt-0650-y1","(5 Ratings, 4.6 Average)"
"1672962931-707","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/dd4747b9744859df33da31b9156fba02.256p.jpg","EVGA SuperNOVA 1000 G+","TypeATX","Efficiency Rating80+ Gold","Wattage1000 W","ModularFull","ColorBlack","null","EVGA SuperNOVA 1000 G+         (16)","https://es.pcpartpicker.com/product/kqHRsY/evga-supernova-1000-g-1000-w-80-gold-certified-fully-modular-atx-power-supply-120-gp-1000-x1","(16 Ratings, 5.0 Average)"
"1672962933-708","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","https://m.media-amazon.com/images/I/41ed4JkzNzL.jpg","NZXT C1000 (2022)","TypeATX","Efficiency Rating80+ Gold","Wattage1000 W","ModularFull","ColorBlack","null","NZXT C1000 (2022)         (1)","https://es.pcpartpicker.com/product/43JgXL/nzxt-c-2022-1000-w-80-gold-certified-fully-modular-atx-power-supply-pa-0g1bb-us","(1 Rating, 4.0 Average)"
"1672962936-709","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/19cf9b2fdda8760cb9d0f4119e780b9a.256p.jpg","Asus ROG Strix","TypeATX","Efficiency Rating80+ Gold","Wattage850 W","ModularFull","ColorWhite","null","Asus ROG Strix         (7)","https://es.pcpartpicker.com/product/MGzFf7/asus-rog-strix-850-w-80-gold-certified-fully-modular-atx-power-supply-rog-strix-850g-white","(7 Ratings, 3.7 Average)"
"1672962938-710","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","https://m.media-amazon.com/images/I/51BVjb7JUsL.jpg","Thermaltake Smart","TypeATX","Efficiency Rating80+","Wattage700 W","ModularNo","Color","null","Thermaltake Smart         (17)","https://es.pcpartpicker.com/product/b8Jkcf/thermaltake-smart-700w-80-certified-semi-modular-atx-power-supply-ps-spd-0700npcwus-w","(17 Ratings, 4.1 Average)"
"1672962940-711","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/0d00cd0365aac0b1e9c2f3bbc1b8a670.256p.jpg","SeaSonic FOCUS PLUS 850 Gold","TypeATX","Efficiency Rating80+ Gold","Wattage850 W","ModularFull","Color","null","SeaSonic FOCUS PLUS 850 Gold         (73)","https://es.pcpartpicker.com/product/jWFXsY/seasonic-focus-plus-gold-850w-80-gold-certified-fully-modular-atx-power-supply-ssr-850fx","(73 Ratings, 4.9 Average)"
"1672962943-712","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","https://m.media-amazon.com/images/I/41iw-jgJj8L.jpg","EVGA 500 W1","TypeATX","Efficiency Rating80+","Wattage500 W","ModularNo","Color","null","EVGA 500 W1         (185)","https://es.pcpartpicker.com/product/XCjG3C/evga-500-w1-500-w-80-certified-atx-power-supply-100-w1-0500-kr","(185 Ratings, 4.4 Average)"
"1672962945-713","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/124cfe9274e9841f0ff65b1935893944.256p.jpg","Thermaltake Smart","TypeATX","Efficiency Rating80+","Wattage430 W","ModularNo","ColorBlack / White","null","Thermaltake Smart         (6)","https://es.pcpartpicker.com/product/Zbkj4D/thermaltake-smart-430-w-80-certified-atx-power-supply-ps-spd-0430npcwus-w","(6 Ratings, 3.8 Average)"
"1672962948-714","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","https://m.media-amazon.com/images/I/41g6qApoNpL.jpg","NZXT C850 (2022)","TypeATX","Efficiency Rating80+ Gold","Wattage850 W","ModularFull","ColorBlack","null","NZXT C850 (2022)         (4)","https://es.pcpartpicker.com/product/YYZ9TW/nzxt-c-2022-850-w-80-gold-certified-fully-modular-atx-power-supply-pa-8g1bb-us","(4 Ratings, 4.8 Average)"
"1672962950-715","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/66dbe902337399e341f967959693cdb8.256p.jpg","Corsair RM850","TypeATX","Efficiency Rating80+ Gold","Wattage850 W","ModularFull","ColorBlack","null","Corsair RM850         (12)","https://es.pcpartpicker.com/product/FPYmP6/corsair-rm850-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020235-na","(12 Ratings, 4.7 Average)"
"1672962952-716","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","https://images-eu.ssl-images-amazon.com/images/I/51Ih1TB6nFL.jpg","Thermaltake Smart","TypeATX","Efficiency Rating80+","Wattage600 W","ModularNo","Color","null","Thermaltake Smart         (30)","https://es.pcpartpicker.com/product/6RTrxr/thermaltake-smart-600w-80-certified-semi-modular-atx-power-supply-ps-spd-0600npcwus-w","(30 Ratings, 4.5 Average)"
"1672962955-717","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/afa0f4bbe4410fbe2949a19211ebb2bb.256p.jpg","EVGA SuperNOVA 850 GT","TypeATX","Efficiency Rating80+ Gold","Wattage850 W","ModularFull","ColorBlack","null","EVGA SuperNOVA 850 GT         (3)","https://es.pcpartpicker.com/product/YF4Ycf/evga-supernova-850-gt-850-w-80-gold-certified-fully-modular-atx-power-supply-220-gt-0850-y1","(3 Ratings, 5.0 Average)"
"1672962957-718","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","https://m.media-amazon.com/images/I/41f+bfJdt8L.jpg","EVGA SuperNOVA 750 GT","TypeATX","Efficiency Rating80+ Gold","Wattage750 W","ModularFull","ColorBlack","null","EVGA SuperNOVA 750 GT         (15)","https://es.pcpartpicker.com/product/J9drxr/evga-supernova-750-gt-750-w-80-gold-certified-fully-modular-atx-power-supply-220-gt-0750-y1","(15 Ratings, 4.9 Average)"
"1672962959-719","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/8912b48548fca5ee3606a5d93772928a.256p.jpg","Corsair RM750","TypeATX","Efficiency Rating80+ Gold","Wattage750 W","ModularFull","ColorWhite / Black","null","Corsair RM750         (11)","https://es.pcpartpicker.com/product/R4Gbt6/corsair-rm750-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020231-na","(11 Ratings, 4.8 Average)"
"1672962961-720","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","https://m.media-amazon.com/images/I/41TubKs3apL.jpg","Thermaltake Smart","TypeATX","Efficiency Rating80+","Wattage500 W","ModularNo","Color","null","Thermaltake Smart         (55)","https://es.pcpartpicker.com/product/Wbhj4D/thermaltake-smart-500w-80-certified-atx-power-supply-ps-spd-0500npcwus-w","(55 Ratings, 4.4 Average)"
"1672962964-721","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/1752baa3ddb162df098cf33b0b6eeae3.256p.jpg","Corsair RM850","TypeATX","Efficiency Rating80+ Gold","Wattage850 W","ModularFull","ColorWhite / Black","null","Corsair RM850         (12)","https://es.pcpartpicker.com/product/9KGbt6/corsair-rm850-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020232-na","(12 Ratings, 4.7 Average)"
"1672962966-722","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/56f77032e78c9af99041786b5196fe91.256p.jpg","Thermaltake Toughpower GX2","TypeATX","Efficiency Rating80+ Gold","Wattage600 W","ModularNo","ColorBlack","null","Thermaltake Toughpower GX2         (5)","https://es.pcpartpicker.com/product/pG6qqs/thermaltake-toughpower-gx2-600-w-80-gold-certified-atx-power-supply-ps-tpd-0600nnfagu-2","(5 Ratings, 4.8 Average)"
"1672962968-723","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/a38a5e58ca04694a62916472ca4bd704.256p.jpg","Corsair RM650","TypeATX","Efficiency Rating80+ Gold","Wattage650 W","ModularFull","ColorBlack","null","Corsair RM650         (2)","https://es.pcpartpicker.com/product/CRC48d/corsair-rm650-650-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020233-na","(2 Ratings, 5.0 Average)"
"1672962971-724","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/ba1237e2349bec09bccff4016facca23.256p.jpg","Corsair RM750","TypeATX","Efficiency Rating80+ Gold","Wattage750 W","ModularFull","ColorBlack","null","Corsair RM750         (18)","https://es.pcpartpicker.com/product/QdgFf7/corsair-rm750-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020234-na","(18 Ratings, 4.9 Average)"
"1672962973-725","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","https://m.media-amazon.com/images/I/41xDKYAGohL.jpg","Xilence XP400R6","TypeATX","Efficiency Rating","Wattage400 W","ModularNo","ColorBlack / Red","35.04","Xilence XP400R6         (1)","https://es.pcpartpicker.com/product/fbVD4D/xilence-performance-c-400w-atx-power-supply-xn041","(1 Rating, 1.0 Average)"
"1672962975-726","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","https://m.media-amazon.com/images/I/51GicEOJBiL.jpg","Mars Gaming MPII650","TypeATX","Efficiency Rating","Wattage650 W","ModularNo","ColorBlack / Red","38.49","Mars Gaming MPII650         (0)","https://es.pcpartpicker.com/product/dkndnQ/mars-gaming-650w-atx-power-supply-mpii650","null"
"1672962978-727","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/c78bb26358e604f838bdb1e56772f4aa.256p.jpg","KOLINK Classic Power","TypeATX","Efficiency Rating80+ Bronze","Wattage400 W","ModularNo","ColorBlack / Red","42.49","KOLINK Classic Power         (1)","https://es.pcpartpicker.com/product/RHDkcf/kolink-classic-power-400-w-80-bronze-certified-atx-power-supply-kl-400v2","(1 Rating, 5.0 Average)"
"1672962980-728","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","https://m.media-amazon.com/images/I/51VZJ8DVX-L.jpg","MSI MAG A550BN","TypeATX","Efficiency Rating80+ Bronze","Wattage550 W","ModularNo","ColorBlack","42.89","MSI MAG A550BN         (0)","https://es.pcpartpicker.com/product/mnVmP6/msi-mag-a550bn-550-w-80-bronze-certified-atx-power-supply-mag-a550bn","null"
"1672962982-729","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/e13ae98063169c383ecf961260edc88b.256p.jpg","Thermaltake Smart RGB 230V","TypeATX","Efficiency Rating80+","Wattage500 W","ModularNo","ColorBlack","44.00","Thermaltake Smart RGB 230V         (0)","https://es.pcpartpicker.com/product/J3fhP6/thermaltake-smart-rgb-230v-500-w-80-certified-atx-power-supply-ps-spr-0500nhsawe-1","null"
"1672962985-730","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/5f8108b495b52cdfe31671bb76918316.256p.jpg","Deepcool DA500","TypeATX","Efficiency Rating80+ Bronze","Wattage500 W","ModularNo","ColorBlack / Gold","45.90","Deepcool DA500         (0)","https://es.pcpartpicker.com/product/DLx2FT/deepcool-da-n-500-w-80-bronze-certified-atx-power-supply-dp-bz-da500n","null"
"1672962987-731","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/7cfc7e81a5e3b77b4d14ca3b214cb406.256p.jpg","Xilence XP500R6","TypeATX","Efficiency Rating","Wattage500 W","ModularNo","ColorBlack / Red","46.58","Xilence XP500R6         (1)","https://es.pcpartpicker.com/product/nDm323/xilence-performance-c-500w-atx-power-supply-xn042","(1 Rating, 3.0 Average)"
"1672962989-732","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/dcea1d8cfc107ebdf7e6b7fb127f79ce.256p.jpg","KOLINK Classic Power","TypeATX","Efficiency Rating80+ Bronze","Wattage500 W","ModularNo","ColorBlack / Red","47.62","KOLINK Classic Power         (1)","https://es.pcpartpicker.com/product/9FrYcf/kolink-classic-power-500-w-80-bronze-certified-atx-power-supply-kl-500v2","(1 Rating, 5.0 Average)"
"1672962991-733","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","https://m.media-amazon.com/images/I/415mdL7pupL.jpg","Corsair VS450","TypeATX","Efficiency Rating","Wattage450 W","ModularNo","Color","49.90","Corsair VS450         (12)","https://es.pcpartpicker.com/product/k72kcf/corsair-power-supply-cp9020049ww","(12 Ratings, 3.8 Average)"
"1672962994-734","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/9a7973c78d2931aee46bb1ffb726fe9f.256p.jpg","Corsair CV450","TypeATX","Efficiency Rating80+ Bronze","Wattage450 W","ModularNo","ColorBlack","49.90","Corsair CV450         (15)","https://es.pcpartpicker.com/product/hfxbt6/corsair-cv450-450-w-80-bronze-certified-atx-power-supply-cp-9020209-na","(15 Ratings, 4.8 Average)"
"1672962996-735","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/21aab3b20b5caf766bbb2510c476a021.256p.jpg","Tacens Radix VII AG","TypeATX","Efficiency Rating80+ Silver","Wattage600 W","ModularNo","ColorBlack","51.99","Tacens Radix VII AG         (1)","https://es.pcpartpicker.com/product/Dk3H99/tacens-radix-vii-ag-600w-80-silver-certified-atx-power-supply-1rviiag600","(1 Rating, 4.0 Average)"
"1672962998-736","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/d0d3ebb260957e2467b22e4da7192d15.256p.jpg","Cooler Master MWE Bronze V2","TypeATX","Efficiency Rating80+ Bronze","Wattage450 W","ModularNo","ColorBlack","51.99","Cooler Master MWE Bronze V2         (1)","https://es.pcpartpicker.com/product/pn9tt6/cooler-master-mwe-bronze-v2-450-w-80-bronze-certified-atx-power-supply-mpe-4501-acaab-us","(1 Rating, 5.0 Average)"
"1672963001-737","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","https://m.media-amazon.com/images/I/41H9UtqeZkL.jpg","Cooler Master Elite V3","TypeATX","Efficiency Rating","Wattage500 W","ModularNo","ColorBlack","52.73","Cooler Master Elite V3         (3)","https://es.pcpartpicker.com/product/dmTPxr/cooler-master-elite-v3-500-w-atx-power-supply-mpw-5001-acaan1","(3 Ratings, 4.7 Average)"
"1672963003-738","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/3148f884b77b2d7abee3a3e0ad72cf73.256p.jpg","MSI MAG A650BN","TypeATX","Efficiency Rating80+ Bronze","Wattage650 W","ModularNo","ColorBlack","52.89","MSI MAG A650BN         (0)","https://es.pcpartpicker.com/product/8LNxFT/msi-mag-a-bn-650-w-80-bronze-certified-atx-power-supply-mag-a650bn","null"
"1672963006-739","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/6ba771c0c21dcff56815ebbde155e78f.256p.jpg","Deepcool DA600N","TypeATX","Efficiency Rating80+ Bronze","Wattage600 W","ModularNo","ColorBlack","52.90","Deepcool DA600N         (0)","https://es.pcpartpicker.com/product/xHCFf7/deepcool-da-n-600-w-80-bronze-certified-atx-power-supply-dp-bz-da600n","null"
"1672963008-740","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/76460ae84caf54fbc17dbb87fa05a3dd.256p.jpg","ADATA XPG PYLON","TypeATX","Efficiency Rating80+ Bronze","Wattage550 W","ModularNo","ColorBlack","53.99","ADATA XPG PYLON         (4)","https://es.pcpartpicker.com/product/NJzFf7/adata-xpg-pylon-550-w-80-bronze-certified-atx-power-supply-pylon550b-bkcus","(4 Ratings, 4.5 Average)"
"1672963010-741","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/031d2208acfec445cf62a56f9486a507.256p.jpg","KOLINK Classic Power","TypeATX","Efficiency Rating80+ Bronze","Wattage600 W","ModularNo","ColorBlack / Red","54.00","KOLINK Classic Power         (1)","https://es.pcpartpicker.com/product/7ZK2FT/kolink-classic-power-600-w-80-bronze-certified-atx-power-supply-kl-600v2","(1 Rating, 5.0 Average)"
"1672963012-742","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/1af08ba63aeb35ddc51266acec6e5573.256p.jpg","EVGA 450 BV","TypeATX","Efficiency Rating80+ Bronze","Wattage450 W","ModularNo","Color","54.02","EVGA 450 BV         (11)","https://es.pcpartpicker.com/product/4g7CmG/evga-450-bv-450-w-80-bronze-certified-atx-power-supply-100-bv-0450-k1","(11 Ratings, 4.7 Average)"
"1672963015-743","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/25b04bd15445e49122eab536acaee519.256p.jpg","Cooler Master MWE White V2 230V","TypeATX","Efficiency Rating80+","Wattage700 W","ModularNo","ColorBlack","54.60","Cooler Master MWE White V2 230V         (0)","https://es.pcpartpicker.com/product/vjfnTW/cooler-master-mwe-white-v2-230v-700-w-80-certified-atx-power-supply-mpe-7001-acabw","null"
"1672963017-744","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/e88140fd86c0803bba2a2f1b33145129.256p.jpg","Cooler Master MWE White V2 230V","TypeATX","Efficiency Rating80+","Wattage400 W","ModularNo","ColorBlack","55.00","Cooler Master MWE White V2 230V         (0)","https://es.pcpartpicker.com/product/bhdrxr/cooler-master-mwe-white-v2-230v-400-w-80-certified-atx-power-supply-mpe-4001-acabw-eu","null"
"1672963019-745","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/6d692d61cacaf4ed7ea59fb308754ecd.256p.jpg","Gigabyte P550B","TypeATX","Efficiency Rating80+ Bronze","Wattage550 W","ModularNo","ColorBlack","56.78","Gigabyte P550B         (0)","https://es.pcpartpicker.com/product/ZvPgXL/gigabyte-p-b-550-w-80-bronze-certified-atx-power-supply-gp-p550b","null"
"1672963021-746","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/26f4e1e59c28ce6c0a4dd6e61845d41a.256p.jpg","be quiet! TFX Power 3 300","TypeTFX","Efficiency Rating80+ Bronze","Wattage300 W","ModularNo","ColorBlack","56.83","be quiet! TFX Power 3 300         (0)","https://es.pcpartpicker.com/product/b9Fbt6/be-quiet-tfx-power-3-300-w-80-bronze-certified-tfx-power-supply-bn322","null"
"1672963024-747","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/62626498104ab694ca38b6996eb58acb.256p.jpg","be quiet! System Power 10","TypeATX","Efficiency Rating80+ Bronze","Wattage450 W","ModularNo","ColorBlack","56.98","be quiet! System Power 10         (0)","https://es.pcpartpicker.com/product/BqD7YJ/be-quiet-system-power-10-450-w-80-bronze-certified-atx-power-supply-bn326","null"
"1672963026-748","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","https://m.media-amazon.com/images/I/41pi3Ax3xwL.jpg","EVGA 600 W1","TypeATX","Efficiency Rating80+","Wattage600 W","ModularNo","Color","57.00","EVGA 600 W1         (45)","https://es.pcpartpicker.com/product/4FH48d/evga-600-w1-600-w-80-certified-atx-power-supply-100-w1-0600-k1","(45 Ratings, 4.4 Average)"
"1672963028-749","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/d423cfe1772313013c2bc9b831398f68.256p.jpg","KOLINK Classic Power","TypeATX","Efficiency Rating80+ Bronze","Wattage700 W","ModularNo","ColorBlack / Red","57.47","KOLINK Classic Power         (0)","https://es.pcpartpicker.com/product/VCVG3C/kolink-classic-power-700-w-80-bronze-certified-atx-power-supply-kl-700v2","null"
"1672963031-750","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","https://m.media-amazon.com/images/I/41-Zj1nqRqL.jpg","Xilence XP700R6","TypeATX","Efficiency Rating","Wattage700 W","ModularNo","ColorBlack / Red","57.77","Xilence XP700R6         (0)","https://es.pcpartpicker.com/product/LQL48d/xilence-performance-c-700w-atx-power-supply-xn046","null"
"1672963033-751","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","https://m.media-amazon.com/images/I/41LYbuOXWiL.jpg","GAMDIAS KRATOS E1","TypeATX","Efficiency Rating80+","Wattage500 W","ModularNo","ColorBlack","58.48","GAMDIAS KRATOS E1         (0)","https://es.pcpartpicker.com/product/pNvqqs/gamdias-kratos-e1-500-w-80-certified-atx-power-supply-kratos-e1-500","null"
"1672963035-752","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/1131d67fb91696a9538861a72c9b4d36.256p.jpg","SeaSonic S12III","TypeATX","Efficiency Rating80+ Bronze","Wattage500 W","ModularNo","ColorBlack","59.30","SeaSonic S12III         (17)","https://es.pcpartpicker.com/product/FL3H99/seasonic-s12iii-500-w-80-bronze-certified-atx-power-supply-ssr-500gb3","(17 Ratings, 4.7 Average)"
"1672963038-753","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/c5ba22f3722da72a96698083cf47f9f0.256p.jpg","Gigabyte P-B","TypeATX","Efficiency Rating80+ Bronze","Wattage650 W","ModularNo","ColorBlack","59.39","Gigabyte P-B         (12)","https://es.pcpartpicker.com/product/HbfhP6/gigabyte-p-b-650-w-80-bronze-certified-atx-power-supply-gp-p650b","(12 Ratings, 4.1 Average)"
"1672963040-754","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/bcf47f53c2009b0ca1b1b8408fe0f62b.256p.jpg","Cooler Master MasterWatt","TypeATX","Efficiency Rating80+ Bronze","Wattage450 W","ModularSemi","ColorBlack","59.65","Cooler Master MasterWatt         (0)","https://es.pcpartpicker.com/product/XYm323/cooler-master-masterwatt-450w-80-bronze-certified-semi-modular-atx-power-supply-mpx-4501-amaab-us","null"
"1672963042-755","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","https://m.media-amazon.com/images/I/31t2a3wyNAL.jpg","Fractal Design Anode Bronze","TypeATX","Efficiency Rating80+ Bronze","Wattage550 W","ModularSemi","ColorBlack","59.99","Fractal Design Anode Bronze         (0)","https://es.pcpartpicker.com/product/qKvdnQ/fractal-design-anode-bronze-550-w-80-bronze-certified-semi-modular-atx-power-supply-fd-p-aa1b-550","null"
"1672963045-756","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","https://m.media-amazon.com/images/I/31l9OSWV4aS.jpg","be quiet! SFX Power 3 300","TypeSFX","Efficiency Rating80+ Bronze","Wattage300 W","ModularNo","ColorBlack","60.04","be quiet! SFX Power 3 300         (0)","https://es.pcpartpicker.com/product/6t4Ycf/be-quiet-sfx-power-3-300-w-80-bronze-certified-sfx-power-supply-bn320","null"
"1672963047-757","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","//cdna.pcpartpicker.com/static/forever/images/product/c45515b02278f53f5cd95192d5c57444.256p.jpg","Asus TUF Gaming 650B","TypeATX","Efficiency Rating80+ Bronze","Wattage650 W","ModularNo","ColorBlack","60.79","Asus TUF Gaming 650B         (3)","https://es.pcpartpicker.com/product/Dn8bt6/asus-tuf-gaming-650-w-80-bronze-certified-atx-power-supply-tuf-gaming-650b","(3 Ratings, 4.0 Average)"
"1672963049-758","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","https://m.media-amazon.com/images/I/41pAG1+WW9L.jpg","Enermax MAXPRO","TypeATX","Efficiency Rating80+","Wattage500 W","ModularNo","Color","61.18","Enermax MAXPRO         (0)","https://es.pcpartpicker.com/product/fGRFf7/enermax-maxpro-500w-80-certified-atx-power-supply-emp500agt","null"
"1672963051-759","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=5","https://m.media-amazon.com/images/I/51J5s4nQnWL.jpg","EVGA 500 BQ","TypeATX","Efficiency Rating80+ Bronze","Wattage500 W","ModularSemi","Color","61.86","EVGA 500 BQ         (101)","https://es.pcpartpicker.com/product/8P7CmG/evga-500-bq-500-w-80-bronze-certified-semi-modular-atx-power-supply-110-bq-0500-k1","(101 Ratings, 4.6 Average)"
