web-scraper-order,web-scraper-start-url,img-src,name,type,efficiency rating,wattage,modular,color,price,link,link-href,rating
"1672963216-829","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","https://m.media-amazon.com/images/I/419xK2Y1k6L.jpg","NZXT C550","TypeATX","Efficiency Rating80+ Bronze","Wattage550 W","ModularSemi","ColorBlack","79.90","NZXT C550         (0)","https://es.pcpartpicker.com/product/smWzK8/nzxt-c-550-w-80-bronze-certified-semi-modular-atx-power-supply-pa-5b1bb-us","null"
"1672963218-830","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/298719d89d528ce5795b3013fb06f427.256p.jpg","SHARKOON WPM Gold Zero 550","TypeATX","Efficiency Rating80+ Gold","Wattage550 W","ModularSemi","ColorBlack","79.90","SHARKOON WPM Gold Zero 550         (2)","https://es.pcpartpicker.com/product/Kt4BD3/sharkoon-wpm-gold-zero-550-w-80-gold-certified-semi-modular-atx-power-supply-4044951026548","(2 Ratings, 4.5 Average)"
"1672963221-831","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/a1a1462094e1fd9669d61b675ce8d8e7.256p.jpg","Thermaltake TR2","TypeATX","Efficiency Rating","Wattage430 W","ModularNo","Color","80.00","Thermaltake TR2         (8)","https://es.pcpartpicker.com/product/47Qypg/thermaltake-power-supply-w0070","(8 Ratings, 3.9 Average)"
"1672963223-832","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","https://m.media-amazon.com/images/I/41udjeGaisS.jpg","Corsair CX550M","TypeATX","Efficiency Rating80+ Bronze","Wattage550 W","ModularSemi","Color","80.59","Corsair CX550M         (173)","https://es.pcpartpicker.com/product/3hkwrH/corsair-power-supply-cp9020102na","(173 Ratings, 4.6 Average)"
"1672963225-833","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","https://m.media-amazon.com/images/I/61t5tLXqPOL.jpg","SHARKOON SilentStorm","TypeSFX","Efficiency Rating80+ Bronze","Wattage450 W","ModularNo","ColorBlack","81.39","SHARKOON SilentStorm         (0)","https://es.pcpartpicker.com/product/zw8j4D/sharkoon-silentstorm-450w-80-bronze-certified-sfx-power-supply-4044951016402","null"
"1672963228-834","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/b95f70942887be6e60372bd500baafa4.256p.jpg","SeaSonic CORE GC-500","TypeATX","Efficiency Rating80+ Gold","Wattage500 W","ModularNo","ColorBlack / Yellow","81.99","SeaSonic CORE GC-500         (0)","https://es.pcpartpicker.com/product/k3Gbt6/seasonic-core-gc-500-w-80-gold-certified-atx-power-supply-core-gc-500","null"
"1672963230-835","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/c8f6598e0011fc5c5d5dcc03a67ceca9.256p.jpg","CoolMax I-500","TypeATX","Efficiency Rating","Wattage500 W","ModularNo","Color","82.00","CoolMax I-500         (1)","https://es.pcpartpicker.com/product/WzfmP6/coolmax-power-supply-i500","(1 Rating, 2.0 Average)"
"1672963232-836","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/cb871f8cf187922a16a18e53f17366ff.256p.jpg","EVGA 700 BR","TypeATX","Efficiency Rating80+ Bronze","Wattage700 W","ModularNo","Color","82.70","EVGA 700 BR         (22)","https://es.pcpartpicker.com/product/2gprxr/evga-700-br-700-w-80-bronze-certified-atx-power-supply-100-br-0700-k1","(22 Ratings, 4.6 Average)"
"1672963234-837","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/eab7a58ca2772caf04e9a8fa00254430.256p.jpg","Antec VP PLUS","TypeATX","Efficiency Rating80+","Wattage550 W","ModularNo","ColorBlack","82.73","Antec VP PLUS         (0)","https://es.pcpartpicker.com/product/rJKKHx/antec-vp-plus-550-w-80-certified-atx-power-supply-vp550p-plus","null"
"1672963237-838","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","https://m.media-amazon.com/images/I/41d3mr5PZqL.jpg","Deepcool DQ750ST","TypeATX","Efficiency Rating80+ Gold","Wattage750 W","ModularNo","Color","83.00","Deepcool DQ750ST         (2)","https://es.pcpartpicker.com/product/D3Z2FT/deepcool-power-supply-dq750st","(2 Ratings, 5.0 Average)"
"1672963239-839","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/d6b56604827815a2e8cadcf24543df5b.256p.jpg","Antec NeoECO V2","TypeATX","Efficiency Rating80+ Bronze","Wattage650 W","ModularSemi","ColorBlack","83.60","Antec NeoECO V2         (0)","https://es.pcpartpicker.com/product/9qt9TW/antec-neoeco-v2-650-w-80-bronze-certified-semi-modular-atx-power-supply-ne650m-v2","null"
"1672963241-840","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/b74861f5679caea68070e3e2b101e380.256p.jpg","Xilence XP650R9","TypeATX","Efficiency Rating80+ Gold","Wattage650 W","ModularNo","ColorBlack / Red","83.80","Xilence XP650R9         (0)","https://es.pcpartpicker.com/product/dRqhP6/xilence-performance-x-650-w-80-gold-certified-atx-power-supply-xn072","null"
"1672963244-841","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/6812af7b7489afc9013e0ea9347efee1.256p.jpg","Antec VP PLUS","TypeATX","Efficiency Rating80+","Wattage600 W","ModularNo","ColorBlack","83.83","Antec VP PLUS         (0)","https://es.pcpartpicker.com/product/2Kwypg/antec-vp-plus-600-w-80-certified-atx-power-supply-vp600p-plus","null"
"1672963246-842","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/df7265af0626aa2158a104bfa7396569.256p.jpg","Antec VP PLUS","TypeATX","Efficiency Rating80+","Wattage550 W","ModularNo","ColorBlack","84.20","Antec VP PLUS         (0)","https://es.pcpartpicker.com/product/bnzhP6/antec-vp-plus-550-w-80-certified-atx-power-supply-vp650p-plus","null"
"1672963248-843","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/6706a25e270992133bf9ed01ac38e124.256p.jpg","be quiet! System Power 9 700 CM","TypeATX","Efficiency Rating80+ Bronze","Wattage700 W","ModularSemi","ColorBlack","84.49","be quiet! System Power 9 700 CM         (2)","https://es.pcpartpicker.com/product/HHRgXL/be-quiet-system-power-9-cm-700-w-80-bronze-certified-semi-modular-atx-power-supply-bn303","(2 Ratings, 4.5 Average)"
"1672963250-844","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","https://m.media-amazon.com/images/I/41ZIq9AmB4L.jpg","SilentiumPC Supremo L2 V2","TypeATX","Efficiency Rating80+ Gold","Wattage550 W","ModularNo","ColorBlack","84.51","SilentiumPC Supremo L2 V2         (0)","https://es.pcpartpicker.com/product/3Wwkcf/silentiumpc-supremo-l2-v2-550-w-80-gold-certified-atx-power-supply-spc139","null"
"1672963253-845","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","https://m.media-amazon.com/images/I/31yFVpu8s3L.jpg","NOX Hummer X","TypeATX","Efficiency Rating80+ Gold","Wattage650 W","ModularFull","ColorBlack","84.90","NOX Hummer X         (0)","https://es.pcpartpicker.com/product/9j7p99/nox-hummer-x-650-w-80-gold-certified-fully-modular-atx-power-supply-nxhummerx650wgd","null"
"1672963255-846","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/63b8df66fa9240f5256de17a358703e2.256p.jpg","be quiet! TFX Power 2","TypeTFX","Efficiency Rating80+ Gold","Wattage300 W","ModularNo","Color","85.38","be quiet! TFX Power 2         (0)","https://es.pcpartpicker.com/product/wK8H99/be-quiet-power-supply-bn229","null"
"1672963257-847","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/1d24170e1b2e6577bb1f14e73fe0dbde.256p.jpg","be quiet! Pure Power 11","TypeATX","Efficiency Rating80+ Bronze","Wattage350 W","ModularNo","ColorBlack","85.52","be quiet! Pure Power 11         (0)","https://es.pcpartpicker.com/product/p2DJ7P/be-quiet-pure-power-11-350-w-80-gold-certified-atx-power-supply-bn291","null"
"1672963260-848","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/dfd0dd68c1afd16bc91845d8ba4e265b.256p.jpg","SeaSonic CORE GM","TypeATX","Efficiency Rating80+ Gold","Wattage500 W","ModularSemi","ColorBlack","85.99","SeaSonic CORE GM         (6)","https://es.pcpartpicker.com/product/CC9tt6/seasonic-core-gm-500-w-80-gold-certified-semi-modular-atx-power-supply-core-gm-500","(6 Ratings, 5.0 Average)"
"1672963262-849","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/b889c2e79091c6adcac24511c10210ad.256p.jpg","Antec VP PLUS","TypeATX","Efficiency Rating80+","Wattage700 W","ModularNo","ColorBlack","86.22","Antec VP PLUS         (1)","https://es.pcpartpicker.com/product/WnzhP6/antec-vp-plus-700-w-80-certified-atx-power-supply-vp700p-plus","(1 Rating, 5.0 Average)"
"1672963264-850","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/88cf41a1004078b5dc6a0be2942e7ed4.256p.jpg","EVGA 600 GD","TypeATX","Efficiency Rating80+ Gold","Wattage600 W","ModularNo","ColorBlack","86.25","EVGA 600 GD         (10)","https://es.pcpartpicker.com/product/Xgwkcf/evga-600-gd-600-w-80-gold-certified-atx-power-supply-100-gd-0600-v1","(10 Ratings, 4.6 Average)"
"1672963267-851","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/1b3a49741cf91eed4735632ad37e1cf1.256p.jpg","be quiet! Pure Power 11 600","TypeATX","Efficiency Rating80+ Gold","Wattage600 W","ModularSemi","ColorBlack","86.33","be quiet! Pure Power 11 600         (0)","https://es.pcpartpicker.com/product/F9ddnQ/be-quiet-pure-power-11-600-w-80-gold-certified-semi-modular-atx-power-supply-bn294","null"
"1672963269-852","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","https://m.media-amazon.com/images/I/412Om9NpBbL.jpg","Thermaltake Smart BM2","TypeATX","Efficiency Rating80+ Bronze","Wattage750 W","ModularSemi","ColorBlack","86.67","Thermaltake Smart BM2         (1)","https://es.pcpartpicker.com/product/rfqBD3/thermaltake-smart-bm2-750-w-80-bronze-certified-semi-modular-atx-power-supply-ps-spd-0750mnfabu-1","(1 Rating, 4.0 Average)"
"1672963271-853","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/866ec250d1b658773695fa3782c155f0.256p.jpg","be quiet! Pure Power 11 FM 550","TypeATX","Efficiency Rating80+ Gold","Wattage550 W","ModularFull","ColorBlack","87.33","be quiet! Pure Power 11 FM 550         (0)","https://es.pcpartpicker.com/product/8gpzK8/be-quiet-pure-power-11-fm-550-w-80-gold-certified-fully-modular-atx-power-supply-bn670","null"
"1672963273-854","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/9138c166a987b1807750b8e74ca62b02.256p.jpg","Deepcool DQ650-M-V2L","TypeATX","Efficiency Rating80+ Gold","Wattage650 W","ModularFull","ColorBlack","87.50","Deepcool DQ650-M-V2L         (0)","https://es.pcpartpicker.com/product/9fYmP6/deepcool-dq650-m-v2l-650-w-80-gold-certified-fully-modular-atx-power-supply-dp-dq650-m-v2l","null"
"1672963276-855","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/bb3ee4a4e131347bb279ad35ef31a4f1.256p.jpg","be quiet! TFX Power 2","TypeTFX","Efficiency Rating80+ Bronze","Wattage300 W","ModularNo","Color","88.43","be quiet! TFX Power 2         (0)","https://es.pcpartpicker.com/product/MrH48d/be-quiet-power-supply-bn228","null"
"1672963278-856","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/e3cb8b7db9545858119bfa7620a14226.256p.jpg","SeaSonic SSP-300TBS","TypeTFX","Efficiency Rating80+ Bronze","Wattage300 W","ModularNo","ColorSilver","88.91","SeaSonic SSP-300TBS         (0)","https://es.pcpartpicker.com/product/BL7v6h/seasonic-300-w-80-bronze-certified-tfx-power-supply-ssp-300tbs","null"
"1672963280-857","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/ae24d30d91b17c988bdab5265cc9f529.256p.jpg","be quiet! Pure Power 11 CM","TypeATX","Efficiency Rating80+ Gold","Wattage500 W","ModularSemi","ColorBlack","89.35","be quiet! Pure Power 11 CM         (8)","https://es.pcpartpicker.com/product/qpvbt6/be-quiet-pure-power-11-cm-500-w-80-gold-certified-semi-modular-atx-power-supply-bn297","(8 Ratings, 4.8 Average)"
"1672963283-858","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","https://m.media-amazon.com/images/I/51YUOjSvMCL.jpg","SeaSonic SSP-300SUG","TypeFlex ATX","Efficiency Rating80+ Gold","Wattage300 W","ModularNo","Color","89.79","SeaSonic SSP-300SUG         (1)","https://es.pcpartpicker.com/product/7qmxFT/seasonic-power-supply-ssp300sug","(1 Rating, 5.0 Average)"
"1672963285-859","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","https://m.media-amazon.com/images/I/41ceYCwlHNL.jpg","Azza PSAZ-750PT14","TypeATX","Efficiency Rating80+ Platinum","Wattage750 W","ModularSemi","Color","89.90","Azza PSAZ-750PT14         (0)","https://es.pcpartpicker.com/product/pQkD4D/azza-power-supply-psaz750pt14","null"
"1672963287-860","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/46c70321e790d26d25647200ab0f60d0.256p.jpg","Corsair CX450M (2021)","TypeATX","Efficiency Rating80+ Bronze","Wattage450 W","ModularSemi","ColorBlack","89.90","Corsair CX450M (2021)         (0)","https://es.pcpartpicker.com/product/px8bt6/corsair-cx450m-2021-450-w-80-bronze-certified-semi-modular-atx-power-supply-cp-9020219-na","null"
"1672963289-861","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","https://m.media-amazon.com/images/I/51mImAZ0ZPL.jpg","Nfortec Sagitta RGB","TypeATX","Efficiency Rating80+ Gold","Wattage650 W","ModularFull","ColorBlack","89.95","Nfortec Sagitta RGB         (0)","https://es.pcpartpicker.com/product/cg8bt6/nfortec-sagitta-rgb-650-w-80-gold-certified-fully-modular-atx-power-supply-nf-psu-sagitta-650wm","null"
"1672963292-862","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/431e49b3edec52c475f74f1b4227ee53.256p.jpg","Thermaltake TR2 S","TypeATX","Efficiency Rating80+","Wattage650 W","ModularNo","Color","90.14","Thermaltake TR2 S         (2)","https://es.pcpartpicker.com/product/prZ2FT/thermaltake-tr2-s-650-w-80-certified-atx-power-supply-trs-0650p-2","(2 Ratings, 4.0 Average)"
"1672963294-863","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/f44aab9e6ecddf45fb3666ad99123ec1.256p.jpg","EVGA 650 GQ","TypeATX","Efficiency Rating80+ Gold","Wattage650 W","ModularSemi","Color","90.15","EVGA 650 GQ         (103)","https://es.pcpartpicker.com/product/kz7CmG/evga-650-gq-650-w-80-gold-certified-semi-modular-atx-power-supply-210-gq-0650","(103 Ratings, 4.9 Average)"
"1672963296-864","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","https://images-na.ssl-images-amazon.com/images/I/41yjY3yXTgL.jpg","Thermaltake TR2","TypeATX","Efficiency Rating","Wattage500 W","ModularNo","Color","92.00","Thermaltake TR2         (18)","https://es.pcpartpicker.com/product/bb3RsY/thermaltake-power-supply-tr500","(18 Ratings, 4.3 Average)"
"1672963299-865","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/b60963afcf18a78544b818fbfa02e921.256p.jpg","Cooler Master MasterWatt","TypeATX","Efficiency Rating80+ Bronze","Wattage750 W","ModularSemi","ColorBlack","92.50","Cooler Master MasterWatt         (14)","https://es.pcpartpicker.com/product/m3HRsY/cooler-master-masterwatt-750w-80-bronze-certified-semi-modular-atx-power-supply-mpx-7501-amaabus","(14 Ratings, 4.5 Average)"
"1672963301-866","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/bd9539f9b545bc31db890f5aafbc867f.256p.jpg","BitFenix Whisper M","TypeATX","Efficiency Rating80+ Gold","Wattage550 W","ModularFull","Color","92.80","BitFenix Whisper M         (0)","https://es.pcpartpicker.com/product/CZvZxr/bitfenix-whisper-m-550w-80-gold-certified-fully-modular-atx-power-supply-bp-wg550umag-7fm","null"
"1672963303-867","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/cd1c62429bd8d83e6d8dc273f0cc179c.256p.jpg","Corsair CX650M (2021)","TypeATX","Efficiency Rating80+ Bronze","Wattage650 W","ModularSemi","ColorBlack","93.79","Corsair CX650M (2021)         (0)","https://es.pcpartpicker.com/product/x96p99/corsair-cx650m-2021-650-w-80-bronze-certified-semi-modular-atx-power-supply-cp-9020221-na","null"
"1672963306-868","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/4c69ee0da1a6a5ee02d2b072d7f06251.256p.jpg","LC-Power LC6 V2.31","TypeATX","Efficiency Rating80+ Gold","Wattage550 W","ModularFull","ColorBlack / Gray","93.99","LC-Power LC6 V2.31         (0)","https://es.pcpartpicker.com/product/xzPQzy/lc-power-lc6-v231-550-w-80-gold-certified-fully-modular-atx-power-supply-lc6550m-v231","null"
"1672963308-869","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","https://m.media-amazon.com/images/I/4164Y8LDFnL.jpg","NOX Hummer GD","TypeATX","Efficiency Rating80+ Gold","Wattage750 W","ModularNo","Color","94.20","NOX Hummer GD         (0)","https://es.pcpartpicker.com/product/QtnG3C/nox-power-supply-nxhummer750gd","null"
"1672963310-870","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/7f8a1a2c45efe91dcba460b6eb29685d.256p.jpg","Apex SL-275TFX","TypeTFX","Efficiency Rating","Wattage275 W","ModularNo","Color","95.00","Apex SL-275TFX         (0)","https://es.pcpartpicker.com/product/7qn2FT/apex-power-supply-sl275tfx","null"
"1672963313-871","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/4437160845ca058ad60803a60d4ed7f1.256p.jpg","SeaSonic CORE GM","TypeATX","Efficiency Rating80+ Gold","Wattage650 W","ModularSemi","ColorBlack","95.05","SeaSonic CORE GM         (10)","https://es.pcpartpicker.com/product/sMrYcf/seasonic-core-gm-650-w-80-gold-certified-semi-modular-atx-power-supply-core-gm-650","(10 Ratings, 4.9 Average)"
"1672963315-872","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/f8c1ad47e393d4f927d010643c61bc8e.256p.jpg","EVGA 700 GD","TypeATX","Efficiency Rating80+ Gold","Wattage700 W","ModularNo","ColorBlack","95.21","EVGA 700 GD         (13)","https://es.pcpartpicker.com/product/hRJmP6/evga-700-gd-700-w-80-gold-certified-atx-power-supply-100-gd-0700-v1","(13 Ratings, 4.5 Average)"
"1672963317-873","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","https://m.media-amazon.com/images/I/51GfcLl+1WL.jpg","EVGA 850 BQ","TypeATX","Efficiency Rating80+ Bronze","Wattage850 W","ModularSemi","Color","95.47","EVGA 850 BQ         (22)","https://es.pcpartpicker.com/product/kGL7YJ/evga-850-bq-850-w-80-bronze-certified-semi-modular-atx-power-supply-110-bq-0850-v1","(22 Ratings, 4.8 Average)"
"1672963320-874","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","https://m.media-amazon.com/images/I/51BDjN2SceS.jpg","SeaSonic B12 BC","TypeATX","Efficiency Rating80+ Bronze","Wattage850 W","ModularNo","Color","97.28","SeaSonic B12 BC         (0)","https://es.pcpartpicker.com/product/qRt9TW/seasonic-b12-bc-850-w-80-bronze-certified-atx-power-supply-b12-bc-850","null"
"1672963322-875","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/17cbb114d68040ad17ad309e7deb6b79.256p.jpg","be quiet! Pure Power 11","TypeATX","Efficiency Rating80+ Bronze","Wattage300 W","ModularNo","ColorBlack","97.37","be quiet! Pure Power 11         (2)","https://es.pcpartpicker.com/product/HzrmP6/be-quiet-pure-power-11-300-w-80-gold-certified-atx-power-supply-bn290","(2 Ratings, 4.0 Average)"
"1672963324-876","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","https://m.media-amazon.com/images/I/41p8+JzLeYL.jpg","be quiet! Straight Power 11 550W","TypeATX","Efficiency Rating80+ Gold","Wattage550 W","ModularFull","Color","97.91","be quiet! Straight Power 11 550W         (5)","https://es.pcpartpicker.com/product/3Vc48d/be-quiet-straight-power-11-550w-80-gold-certified-fully-modular-atx-power-supply-bn281","(5 Ratings, 5.0 Average)"
"1672963327-877","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/a39289b41b92d2d387a165aca1af3c9d.256p.jpg","SeaSonic FOCUS GX","TypeATX","Efficiency Rating80+ Gold","Wattage550 W","ModularFull","ColorBlack","98.00","SeaSonic FOCUS GX         (21)","https://es.pcpartpicker.com/product/3H2bt6/seasonic-focus-gx-550-w-80-gold-certified-fully-modular-atx-power-supply-focus-gx-550","(21 Ratings, 5.0 Average)"
"1672963329-878","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","https://m.media-amazon.com/images/I/51C+mckVn5L.jpg","Silverstone SST-FX350-G","TypeFlex ATX","Efficiency Rating80+ Gold","Wattage350 W","ModularNo","ColorBlack","98.03","Silverstone SST-FX350-G         (2)","https://es.pcpartpicker.com/product/cDndnQ/silverstone-350-w-80-gold-certified-flex-atx-power-supply-sst-fx350-g","(2 Ratings, 4.5 Average)"
"1672963331-879","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/88264eb920d32643130343d8f17b532b.256p.jpg","EVGA SuperNOVA 650 G5","TypeATX","Efficiency Rating80+ Gold","Wattage650 W","ModularFull","ColorBlack / Green","98.62","EVGA SuperNOVA 650 G5         (25)","https://es.pcpartpicker.com/product/3gJmP6/evga-supernova-650-g5-650-w-80-gold-certified-fully-modular-atx-power-supply-220-g5-0650-x1","(25 Ratings, 4.9 Average)"
"1672963333-880","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/abe30b855e6348f91ea6209ce62807be.256p.jpg","Thermaltake Toughpower GF1 PE","TypeATX","Efficiency Rating80+ Gold","Wattage750 W","ModularFull","ColorBlack","98.80","Thermaltake Toughpower GF1 PE         (14)","https://es.pcpartpicker.com/product/dJmFf7/thermaltake-toughpower-gf1-pe-750-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-0750fnfagu-1","(14 Ratings, 4.6 Average)"
"1672963336-881","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/cfee730bf98810ab82afed241e306420.256p.jpg","Phanteks AMP","TypeATX","Efficiency Rating80+ Gold","Wattage650 W","ModularFull","ColorBlack","99.90","Phanteks AMP         (7)","https://es.pcpartpicker.com/product/4xGnTW/phanteks-amp-650-w-80-gold-certified-fully-modular-atx-power-supply-ph-p650g_us01","(7 Ratings, 5.0 Average)"
"1672963338-882","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","https://images-eu.ssl-images-amazon.com/images/I/51Ip6iunuTL.jpg","Chieftec GPS-600A8","TypeATX","Efficiency Rating80+","Wattage600 W","ModularNo","Color","99.97","Chieftec GPS-600A8         (0)","https://es.pcpartpicker.com/product/qctQzy/chieftec-600w-80-certified-atx-power-supply-gps-600a8","null"
"1672963340-883","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/14006f097772a18096431e1627300499.256p.jpg","Cooler Master MWE GOLD 750 V2 FULL MODULAR","TypeATX","Efficiency Rating80+ Gold","Wattage750 W","ModularFull","ColorBlack","99.99","Cooler Master MWE GOLD 750 V2 FULL MODULAR         (3)","https://es.pcpartpicker.com/product/sscG3C/cooler-master-mwe-gold-v2-750-w-80-gold-certified-fully-modular-atx-power-supply-mpe-7501-afaag-us","(3 Ratings, 5.0 Average)"
"1672963343-884","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","https://m.media-amazon.com/images/I/513yIJ35+NL.jpg","Thermaltake Toughpower GF1 PE","TypeATX","Efficiency Rating80+ Gold","Wattage650 W","ModularFull","Color","99.99","Thermaltake Toughpower GF1 PE         (9)","https://es.pcpartpicker.com/product/zDMTwP/thermaltake-toughpower-gf1-pe-650-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-0650fnfagu-1","(9 Ratings, 4.4 Average)"
"1672963345-885","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/58351f7bba296826d7907db292532323.256p.jpg","be quiet! Pure Power 11","TypeATX","Efficiency Rating80+ Gold","Wattage700 W","ModularNo","ColorBlack","100.66","be quiet! Pure Power 11         (0)","https://es.pcpartpicker.com/product/y4TPxr/be-quiet-pure-power-11-700-w-80-gold-certified-atx-power-supply-bn295","null"
"1672963347-886","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/f63dbebdd9160620b715b39e0ad883c9.256p.jpg","be quiet! Pure Power 11 CM","TypeATX","Efficiency Rating80+ Gold","Wattage700 W","ModularSemi","ColorBlack","100.66","be quiet! Pure Power 11 CM         (6)","https://es.pcpartpicker.com/product/QDvbt6/be-quiet-pure-power-11-cm-700-w-80-gold-certified-semi-modular-atx-power-supply-bn299","(6 Ratings, 4.3 Average)"
"1672963350-887","https://es.pcpartpicker.com/products/power-supply/#sort=-price&page=4","//cdna.pcpartpicker.com/static/forever/images/product/c21749bdc459873bd52694d0d91907b6.256p.jpg","be quiet! Pure Power 11 FM 650","TypeATX","Efficiency Rating80+ Gold","Wattage650 W","ModularFull","ColorBlack","100.66","be quiet! Pure Power 11 FM 650         (3)","https://es.pcpartpicker.com/product/xJRYcf/be-quiet-pure-power-11-fm-650-w-80-gold-certified-fully-modular-atx-power-supply-bn671","(3 Ratings, 5.0 Average)"
