web-scraper-order,web-scraper-start-url,img-src,name,speed,modules,price/GB,color,First Word Latency,CAS latency,price,link,link-href,rating
"1672964350-1252","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","//cdna.pcpartpicker.com/static/forever/images/product/13d7d8c2a09bc0bba734692a8ca6463f.256p.jpg","ADATA XPG GAMMIX D10 16 GB","SpeedDDR4-3000","Modules2 x 8GB","Price / GB","ColorBlack / White","First Word Latency10.667 ns","CAS Latency16","null","ADATA XPG GAMMIX D10 16 GB         (12)","https://es.pcpartpicker.com/product/hwDJ7P/adata-xpg-gammix-d10-16gb-2-x-8gb-ddr4-3000-memory-ax4u300038g16-dbg","(12 Ratings, 4.8 Average)"
"1672964352-1253","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","//cdna.pcpartpicker.com/static/forever/images/product/f98df0010aff626dcc1588dd65ad7c70.256p.jpg","Corsair Vengeance 32 GB","SpeedDDR5-5200","Modules1 x 32GB","Price / GB","ColorBlack","First Word Latency15.385 ns","CAS Latency40","null","Corsair Vengeance 32 GB         (0)","https://es.pcpartpicker.com/product/bgM48d/corsair-vengeance-32-gb-1-x-32-gb-ddr5-5200-cl40-memory-cmk32gx5m1b5200c40","null"
"1672964355-1254","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","//cdna.pcpartpicker.com/static/forever/images/product/b2d107d629e656f9f435ce9bd604f7e0.256p.jpg","Corsair Vengeance RGB 32 GB","SpeedDDR5-6600","Modules2 x 16GB","Price / GB","ColorBlack","First Word Latency9.697 ns","CAS Latency32","null","Corsair Vengeance RGB 32 GB         (1)","https://es.pcpartpicker.com/product/pyM48d/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6600-cl32-memory-cmh32gx5m2x6600c32","(1 Rating, 3.0 Average)"
"1672964357-1255","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","//cdna.pcpartpicker.com/static/forever/images/product/686cd5fcd34d5cdd9ca71aa75a3a2466.256p.jpg","Kingston HyperX Fury RGB 16 GB","SpeedDDR4-3200","Modules2 x 8GB","Price / GB","ColorBlack","First Word Latency10 ns","CAS Latency16","null","Kingston HyperX Fury RGB 16 GB         (17)","https://es.pcpartpicker.com/product/YcTzK8/kingston-hyperx-fury-rgb-16-gb-2-x-8-gb-ddr4-3200-memory-hx432c16fb3ak216","(17 Ratings, 4.4 Average)"
"1672964359-1256","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","//cdna.pcpartpicker.com/static/forever/images/product/61e2ce2e2c002df6dbb5b5a89f8b7266.256p.jpg","Silicon Power GAMING 32 GB","SpeedDDR4-3200","Modules2 x 16GB","Price / GB","ColorRed / Black","First Word Latency10 ns","CAS Latency16","null","Silicon Power GAMING 32 GB         (0)","https://es.pcpartpicker.com/product/ZKBG3C/silicon-power-gaming-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-sp032gxlzu320bdaad","null"
"1672964362-1257","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","https://m.media-amazon.com/images/I/31JXcCFBoFL.jpg","G.Skill Trident Z5 RGB 32 GB","SpeedDDR5-6000","Modules2 x 16GB","Price / GB","ColorBlack","First Word Latency12 ns","CAS Latency36","null","G.Skill Trident Z5 RGB 32 GB         (1)","https://es.pcpartpicker.com/product/tkQcCJ/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-f5-6000j3636f16ga2-tz5rk","(1 Rating, 5.0 Average)"
"1672964364-1258","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","//cdna.pcpartpicker.com/static/forever/images/product/185a12fd87f898ef2ce0c996bc702caf.256p.jpg","G.Skill Ripjaws V 64 GB","SpeedDDR4-4400","Modules2 x 32GB","Price / GB","ColorBlack","First Word Latency8.636 ns","CAS Latency19","null","G.Skill Ripjaws V 64 GB         (0)","https://es.pcpartpicker.com/product/wxgFf7/gskill-ripjaws-v-64-gb-2-x-32-gb-ddr4-4400-cl19-memory-f4-4400c19d-64gvk","null"
"1672964366-1259","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","//cdna.pcpartpicker.com/static/forever/images/product/71eccae973087bde1c431adebbb600dd.256p.jpg","TEAMGROUP T-Force Vulcan 16 GB","SpeedDDR5-5200","Modules2 x 8GB","Price / GB","ColorBlack","First Word Latency15.385 ns","CAS Latency40","null","TEAMGROUP T-Force Vulcan 16 GB         (0)","https://es.pcpartpicker.com/product/dQkWGX/teamgroup-t-force-vulcan-16-gb-2-x-8-gb-ddr5-5200-cl40-memory-flbd516g5200hc40cdc016","null"
"1672964369-1260","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","//cdna.pcpartpicker.com/static/forever/images/product/185abe8fc4089506b5858b9c3718559b.256p.jpg","Corsair Dominator Platinum RGB 32 GB","SpeedDDR5-6000","Modules2 x 16GB","Price / GB","ColorBlack","First Word Latency10 ns","CAS Latency30","null","Corsair Dominator Platinum RGB 32 GB         (0)","https://es.pcpartpicker.com/product/wXxRsY/corsair-dominator-platinum-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmt32gx5m2b6000z30k","null"
"1672964371-1261","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","/static/forever/img/no-image.png","G.Skill Ripjaws 4 8 GB","SpeedDDR4-2400","Modules1 x 8GB","Price / GB","ColorBlack / Green","First Word Latency12.5 ns","CAS Latency15","null","G.Skill Ripjaws 4 8 GB         (0)","https://es.pcpartpicker.com/product/Jj4NnQ/gskill-memory-8gbddr42400gskill","null"
"1672964373-1262","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","https://m.media-amazon.com/images/I/411DYif2-RL.jpg","Samsung M378B5173DB0-CK0 4 GB","SpeedDDR3-1600","Modules1 x 4GB","Price / GB","ColorGreen","First Word Latency13.75 ns","CAS Latency11","null","Samsung M378B5173DB0-CK0 4 GB         (2)","https://es.pcpartpicker.com/product/TtjNnQ/samsung-4-gb-1-x-4-gb-ddr3-1600-cl11-memory-m378b5173db0-ck0","(2 Ratings, 4.5 Average)"
"1672964375-1263","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","//cdna.pcpartpicker.com/static/forever/images/product/3f022d1fab33c9449528fcde94d7df8e.256p.jpg","G.Skill Trident Z Royal 128 GB","SpeedDDR4-4000","Modules4 x 32GB","Price / GB","ColorSilver","First Word Latency9 ns","CAS Latency18","null","G.Skill Trident Z Royal 128 GB         (1)","https://es.pcpartpicker.com/product/RHCFf7/gskill-trident-z-royal-128-gb-4-x-32-gb-ddr4-4000-cl18-memory-f4-4000c18q-128gtrs","(1 Rating, 5.0 Average)"
"1672964378-1264","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","https://m.media-amazon.com/images/I/41z7Yocy0HL.jpg","G.Skill Ripjaws S5 64 GB","SpeedDDR5-5600","Modules2 x 32GB","Price / GB","ColorBlack","First Word Latency12.857 ns","CAS Latency36","null","G.Skill Ripjaws S5 64 GB         (0)","https://es.pcpartpicker.com/product/dRmmP6/gskill-ripjaws-s5-64-gb-2-x-32-gb-ddr5-5600-cl36-memory-f5-5600j3636d32ga2-rs5k","null"
"1672964380-1265","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","//cdna.pcpartpicker.com/static/forever/images/product/cb7b5d6652768d0d5d7d5713a108182a.256p.jpg","G.Skill Trident Z 32 GB","SpeedDDR4-3200","Modules2 x 16GB","Price / GB","ColorRed / Silver","First Word Latency9.375 ns","CAS Latency15","null","G.Skill Trident Z 32 GB         (2)","https://es.pcpartpicker.com/product/sZwqqs/gskill-memory-f43200c15d32gtz","(2 Ratings, 5.0 Average)"
"1672964382-1266","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","https://m.media-amazon.com/images/I/41425ImG1wL.jpg","TEAMGROUP Elite 16 GB","SpeedDDR5-4800","Modules2 x 8GB","Price / GB","ColorBlack","First Word Latency16.667 ns","CAS Latency40","null","TEAMGROUP Elite 16 GB         (0)","https://es.pcpartpicker.com/product/6Ystt6/teamgroup-elite-16-gb-2-x-8-gb-ddr5-4800-cl40-memory-ted516g4800c40dc016","null"
"1672964385-1267","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","//cdna.pcpartpicker.com/static/forever/images/product/80d3d3bd860b72c7ebcce698e93664cd.256p.jpg","Corsair Dominator Platinum RGB 32 GB","SpeedDDR5-6600","Modules2 x 16GB","Price / GB","ColorBlack","First Word Latency9.697 ns","CAS Latency32","null","Corsair Dominator Platinum RGB 32 GB         (0)","https://es.pcpartpicker.com/product/GVKKHx/corsair-dominator-platinum-rgb-32-gb-2-x-16-gb-ddr5-6600-cl32-memory-cmt32gx5m2x6600c32","null"
"1672964387-1268","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","//cdna.pcpartpicker.com/static/forever/images/product/965270ddabf51915723e2918132e4701.256p.jpg","Kingston HyperX Fury 32 GB","SpeedDDR4-3200","Modules2 x 16GB","Price / GB","ColorBlack","First Word Latency10 ns","CAS Latency16","null","Kingston HyperX Fury 32 GB         (6)","https://es.pcpartpicker.com/product/LxVG3C/kingston-hyperx-fury-32-gb-2-x-16-gb-ddr4-3200-memory-hx432c16fb3k232","(6 Ratings, 4.5 Average)"
"1672964389-1269","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","//cdna.pcpartpicker.com/static/forever/images/product/09e373465295e5629efd7959a7147a3b.256p.jpg","TEAMGROUP T-Force Delta RGB 32 GB","SpeedDDR5-6000","Modules2 x 16GB","Price / GB","ColorWhite","First Word Latency10 ns","CAS Latency30","null","TEAMGROUP T-Force Delta RGB 32 GB         (0)","https://es.pcpartpicker.com/product/WFVmP6/teamgroup-t-force-delta-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-ff4d532g6000hc30dc01","null"
"1672964391-1270","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","//cdna.pcpartpicker.com/static/forever/images/product/8d17e7407453ee65ed1512b9bd9dd5ae.256p.jpg","Patriot Viper Steel 16 GB","SpeedDDR4-3200","Modules1 x 16GB","Price / GB","ColorSilver / Black","First Word Latency10 ns","CAS Latency16","null","Patriot Viper Steel 16 GB         (2)","https://es.pcpartpicker.com/product/B9jJ7P/patriot-viper-steel-16-gb-1-x-16-gb-ddr4-3200-cl16-memory-pvs416g320c6","(2 Ratings, 4.5 Average)"
"1672964394-1271","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","https://m.media-amazon.com/images/I/41UyfTQGqiL.jpg","G.Skill Ripjaws V 8 GB","SpeedDDR4-2400","Modules1 x 8GB","Price / GB","ColorRed","First Word Latency12.5 ns","CAS Latency15","null","G.Skill Ripjaws V 8 GB         (10)","https://es.pcpartpicker.com/product/3ZZ2FT/gskill-memory-f42400c15s8gvr","(10 Ratings, 5.0 Average)"
"1672964396-1272","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","//cdna.pcpartpicker.com/static/forever/images/product/d8b2a9043e11bab8541b134b75b215f9.256p.jpg","Crucial CT25664AA667 2 GB","SpeedDDR2-667","Modules1 x 2GB","Price / GB","ColorGreen","First Word Latency14.993 ns","CAS Latency5","null","Crucial CT25664AA667 2 GB         (1)","https://es.pcpartpicker.com/product/PyNp99/crucial-memory-ct25664aa667","(1 Rating, 4.0 Average)"
"1672964398-1273","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","https://m.media-amazon.com/images/I/41+9VA8YN1L.jpg","TEAMGROUP T-Force Vulcan 32 GB","SpeedDDR5-5600","Modules2 x 16GB","Price / GB","ColorRed","First Word Latency12.857 ns","CAS Latency36","null","TEAMGROUP T-Force Vulcan 32 GB         (0)","https://es.pcpartpicker.com/product/BsNxFT/teamgroup-t-force-vulcan-32-gb-2-x-16-gb-ddr5-5600-cl36-memory-flrd532g5600hc36bdc01","null"
"1672964401-1274","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","https://m.media-amazon.com/images/I/41a8CdXoGUL.jpg","TEAMGROUP T-Force Vulcan Z 16 GB","SpeedDDR4-3000","Modules2 x 8GB","Price / GB","ColorGray","First Word Latency10.667 ns","CAS Latency16","null","TEAMGROUP T-Force Vulcan Z 16 GB         (1)","https://es.pcpartpicker.com/product/xWqPxr/team-t-force-vulcan-z-16-gb-2-x-8-gb-ddr4-3000-cl16-memory-tlzgd416g3000hc16fdc01","(1 Rating, 5.0 Average)"
"1672964403-1275","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","//cdna.pcpartpicker.com/static/forever/images/product/71eccae973087bde1c431adebbb600dd.256p.jpg","TEAMGROUP T-Force Vulcan 64 GB","SpeedDDR5-5200","Modules2 x 32GB","Price / GB","ColorBlack","First Word Latency15.385 ns","CAS Latency40","null","TEAMGROUP T-Force Vulcan 64 GB         (0)","https://es.pcpartpicker.com/product/jdkWGX/teamgroup-t-force-vulcan-64-gb-2-x-32-gb-ddr5-5200-cl40-memory-flbd564g5200hc40cdc01","null"
"1672964405-1276","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","//cdna.pcpartpicker.com/static/forever/images/product/6dce08dd0f18397731bdfe2dc4e892ce.256p.jpg","Kingston HyperX Fury 8 GB","SpeedDDR4-3200","Modules1 x 8GB","Price / GB","ColorBlack / Silver","First Word Latency11.25 ns","CAS Latency18","null","Kingston HyperX Fury 8 GB         (9)","https://es.pcpartpicker.com/product/XvyV3C/kingston-hyperx-fury-8-gb-1-x-8-gb-ddr4-3200-memory-hx432c18fb28","(9 Ratings, 4.7 Average)"
"1672964408-1277","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","//cdna.pcpartpicker.com/static/forever/images/product/d2e3f9b94f541ad51a19011026245df2.256p.jpg","TEAMGROUP T-Force Delta RGB 32 GB","SpeedDDR5-5200","Modules2 x 16GB","Price / GB","ColorBlack","First Word Latency15.385 ns","CAS Latency40","null","TEAMGROUP T-Force Delta RGB 32 GB         (0)","https://es.pcpartpicker.com/product/HDvdnQ/team-t-force-delta-rgb-32-gb-2-x-16-gb-ddr5-5200-cl40-memory-ff3d532g5200hc40cdc01","null"
"1672964410-1278","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","https://m.media-amazon.com/images/I/41Dq7d4V7RL.jpg","ADATA XPG GAMMIX D45 16 GB","SpeedDDR4-3200","Modules2 x 8GB","Price / GB","ColorWhite","First Word Latency10 ns","CAS Latency16","null","ADATA XPG GAMMIX D45 16 GB         (0)","https://es.pcpartpicker.com/product/Cp6p99/adata-xpg-gammix-d45-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-ax4u32008g16a-dcwhd45","null"
"1672964412-1279","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","//cdna.pcpartpicker.com/static/forever/images/product/ae076b653790230e95e014df9aadbdff.256p.jpg","OLOy MD4U083216BJDA 16 GB","SpeedDDR4-3200","Modules2 x 8GB","Price / GB","ColorBlack","First Word Latency10 ns","CAS Latency16","null","OLOy MD4U083216BJDA 16 GB         (7)","https://es.pcpartpicker.com/product/fByqqs/oloy-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-md4u083216bjda","(7 Ratings, 5.0 Average)"
"1672964420-1280","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","//cdna.pcpartpicker.com/static/forever/images/product/87322227379abde5e88c92ad896a8c43.256p.jpg","OLOy Blade RGB 32 GB","SpeedDDR4-3600","Modules2 x 16GB","Price / GB","ColorBlack","First Word Latency10 ns","CAS Latency18","null","OLOy Blade RGB 32 GB         (1)","https://es.pcpartpicker.com/product/7MVmP6/oloy-blade-rgb-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-nd4u1636181drkde","(1 Rating, 5.0 Average)"
"1672964422-1281","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","https://m.media-amazon.com/images/I/41kxGHyuwZS.jpg","Silicon Power XPOWER Zenith RGB Gaming 32 GB","SpeedDDR4-3200","Modules2 x 16GB","Price / GB","ColorBlack","First Word Latency10 ns","CAS Latency16","null","Silicon Power XPOWER Zenith RGB Gaming 32 GB         (1)","https://es.pcpartpicker.com/product/JhC48d/silicon-power-xpower-zenith-rgb-gaming-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-sp032gxlzu320bdd","(1 Rating, 5.0 Average)"
"1672964424-1282","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","https://m.media-amazon.com/images/I/41I2G3qncqL.jpg","Kingston KVR1333D3N9/4G 4 GB","SpeedDDR3-1333","Modules1 x 4GB","Price / GB","ColorGreen","First Word Latency13.503 ns","CAS Latency9","null","Kingston KVR1333D3N9/4G 4 GB         (1)","https://es.pcpartpicker.com/product/wjV48d/kingston-memory-kvr1333d3n94g","(1 Rating, 3.0 Average)"
"1672964426-1283","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","//cdna.pcpartpicker.com/static/forever/images/product/179fe2805215ec2205b1194a5e3c6071.256p.jpg","Corsair Vengeance 16 GB","SpeedDDR5-6600","Modules2 x 8GB","Price / GB","ColorBlack","First Word Latency9.697 ns","CAS Latency32","null","Corsair Vengeance 16 GB         (0)","https://es.pcpartpicker.com/product/DqvdnQ/corsair-vengeance-16-gb-2-x-8-gb-ddr5-6600-cl32-memory-cmk32gx5m2x6600c32","null"
"1672964429-1284","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","//cdna.pcpartpicker.com/static/forever/images/product/aa34b3c28154431c4b8ebd2f90a647e4.256p.jpg","Crucial Ballistix 16 GB","SpeedDDR4-3600","Modules2 x 8GB","Price / GB","ColorBlack","First Word Latency8.889 ns","CAS Latency16","null","Crucial Ballistix 16 GB         (82)","https://es.pcpartpicker.com/product/2TFKHx/crucial-ballistix-16-gb-2-x-8-gb-ddr4-3600-memory-bl2k8g36c16u4b","(82 Ratings, 4.9 Average)"
"1672964431-1285","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","//cdna.pcpartpicker.com/static/forever/images/product/ef270bcce54b978e95000698e0222af9.256p.jpg","Kingston Server Premier 64 GB","SpeedDDR4-3200","Modules1 x 64GB","Price / GB","Color","First Word Latency13.75 ns","CAS Latency22","null","Kingston Server Premier 64 GB         (0)","https://es.pcpartpicker.com/product/kRmmP6/kingston-server-premier-64-gb-1-x-64-gb-registered-ddr4-3200-cl22-memory-ksm32rd464har","null"
"1672964433-1286","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","//cdna.pcpartpicker.com/static/forever/images/product/7d1d856ccc522182c8be1c3a659273ba.256p.jpg","OLOy WarHawk RGB 16 GB","SpeedDDR4-3200","Modules2 x 8GB","Price / GB","ColorBlack / Gold","First Word Latency10 ns","CAS Latency16","null","OLOy WarHawk RGB 16 GB         (23)","https://es.pcpartpicker.com/product/tRsnTW/oloy-warhawk-rgb-16-gb-2-x-8-gb-ddr4-3200-memory-md4u083216beda","(23 Ratings, 4.5 Average)"
"1672964436-1287","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","//cdna.pcpartpicker.com/static/forever/images/product/61e2ce2e2c002df6dbb5b5a89f8b7266.256p.jpg","Silicon Power SP016GXLZU320BDAAD 16 GB","SpeedDDR4-3200","Modules2 x 8GB","Price / GB","ColorBlack / Silver","First Word Latency10 ns","CAS Latency16","null","Silicon Power SP016GXLZU320BDAAD 16 GB         (5)","https://es.pcpartpicker.com/product/x2tKHx/silicon-power-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-sp016gxlzu320bdaad","(5 Ratings, 4.0 Average)"
"1672964438-1288","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","https://m.media-amazon.com/images/I/41z7Yocy0HL.jpg","G.Skill Ripjaws S5 32 GB","SpeedDDR5-6000","Modules2 x 16GB","Price / GB","ColorBlack","First Word Latency10 ns","CAS Latency30","null","G.Skill Ripjaws S5 32 GB         (1)","https://es.pcpartpicker.com/product/RdhFf7/gskill-ripjaws-s5-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-f5-6000j3040f16ga2-rs5k","(1 Rating, 5.0 Average)"
"1672964440-1289","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","//cdna.pcpartpicker.com/static/forever/images/product/4cb5734cbceae909443d480bc438af5c.256p.jpg","Neo Forza FAYE 16 GB","SpeedDDR4-3600","Modules2 x 8GB","Price / GB","ColorSilver / Black","First Word Latency10 ns","CAS Latency18","null","Neo Forza FAYE 16 GB         (1)","https://es.pcpartpicker.com/product/vxcG3C/neo-forza-faye-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-nmud480e82-3600dg20","(1 Rating, 4.0 Average)"
"1672964443-1290","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","//cdna.pcpartpicker.com/static/forever/images/product/09e373465295e5629efd7959a7147a3b.256p.jpg","TEAMGROUP T-Force Delta RGB 32 GB","SpeedDDR5-5200","Modules2 x 16GB","Price / GB","ColorWhite","First Word Latency15.385 ns","CAS Latency40","null","TEAMGROUP T-Force Delta RGB 32 GB         (1)","https://es.pcpartpicker.com/product/p4Tp99/team-t-force-delta-rgb-32-gb-2-x-16-gb-ddr5-5200-cl40-memory-ff4d532g5200hc40cdc01","(1 Rating, 5.0 Average)"
"1672964445-1291","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","//cdna.pcpartpicker.com/static/forever/images/product/d2e3f9b94f541ad51a19011026245df2.256p.jpg","TEAMGROUP T-Force Delta RGB 32 GB","SpeedDDR5-6000","Modules2 x 16GB","Price / GB","ColorBlack","First Word Latency10 ns","CAS Latency30","null","TEAMGROUP T-Force Delta RGB 32 GB         (0)","https://es.pcpartpicker.com/product/2JLFf7/teamgroup-t-force-delta-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-ff3d532g6000hc30dc01","null"
"1672964447-1292","https://es.pcpartpicker.com/products/memory/#sort=-price&page=26","//cdna.pcpartpicker.com/static/forever/images/product/8b146c6804de6f72b9100af6c7b55cd6.256p.jpg","G.Skill Trident Z Royal Elite 128 GB","SpeedDDR4-3600","Modules8 x 16GB","Price / GB","ColorGold","First Word Latency7.778 ns","CAS Latency14","null","G.Skill Trident Z Royal Elite 128 GB         (0)","https://es.pcpartpicker.com/product/W6ddnQ/gskill-trident-z-royal-elite-128-gb-8-x-16-gb-ddr4-3600-cl14-memory-f4-3600c14q2-128gteg","null"
