web-scraper-order,web-scraper-start-url,img-src,name,capacity,price/GB,type,cache,form factor,interface,price,link,link-href,rating
"1673015178-58","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","//cdna.pcpartpicker.com/static/forever/images/product/722e817bad877c26ab27b5a2a3c1c021.256p.jpg","Seagate SkyHawk Surveillance","Capacity12 TB","Price / GB€0.074","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","887.74","Seagate SkyHawk Surveillance         (0)","https://es.pcpartpicker.com/product/bNXnTW/seagate-skyhawk-surveillance-12-tb-35-7200rpm-internal-hard-drive-st12000vx0008","null"
"1673015181-59","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","https://m.media-amazon.com/images/I/414gCFbFBhL.jpg","Seagate FireCuda 120","Capacity2 TB","Price / GB€0.443","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","886.98","Seagate FireCuda 120         (3)","https://es.pcpartpicker.com/product/6BsnTW/seagate-firecuda-120-2-tb-25-solid-state-drive-za2000gm10001","(3 Ratings, 5.0 Average)"
"1673015183-60","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","https://images-na.ssl-images-amazon.com/images/I/518Kkx65wIL.jpg","Seagate Enterprise","Capacity6 TB","Price / GB€0.147","Type7200 RPM","Cache128 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","881.39","Seagate Enterprise         (0)","https://es.pcpartpicker.com/product/TJFPxr/seagate-internal-hard-drive-st6000nm0004","null"
"1673015185-61","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","//cdna.pcpartpicker.com/static/forever/images/product/19fa6dc4a9a3ef7835f8d11815ab513d.256p.jpg","Seagate NAS HDD","Capacity8 TB","Price / GB€0.107","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","859.30","Seagate NAS HDD         (0)","https://es.pcpartpicker.com/product/ZqmxFT/seagate-internal-hard-drive-st8000vn0002","null"
"1673015188-62","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","https://m.media-amazon.com/images/I/41TZQvbLpoL.jpg","Seagate Constellation ES.3","Capacity3 TB","Price / GB€0.286","Type7200 RPM","Cache128 MB","Form Factor3.5""","InterfaceSAS 6.0 Gb/s","859.01","Seagate Constellation ES.3         (0)","https://es.pcpartpicker.com/product/mYvRsY/seagate-internal-hard-drive-st3000nm0043","null"
"1673015190-63","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","https://m.media-amazon.com/images/I/41+DrIAYHRL.jpg","Corsair MP400","Capacity4 TB","Price / GB€0.214","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","857.85","Corsair MP400         (0)","https://es.pcpartpicker.com/product/Y8C48d/corsair-mp400-4-tb-m2-2280-nvme-solid-state-drive-cssd-f4000gbmp400r2","null"
"1673015193-64","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","https://m.media-amazon.com/images/I/51TB6Hw7PQL.jpg","Seagate BarraCuda 120","Capacity2 TB","Price / GB€0.425","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","850.33","Seagate BarraCuda 120         (0)","https://es.pcpartpicker.com/product/mgQfrH/seagate-barracuda-120-2-tb-25-solid-state-drive-za2000cm10003","null"
"1673015195-65","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","https://m.media-amazon.com/images/I/414gCFbFBhL.jpg","Seagate FireCuda 120","Capacity4 TB","Price / GB€0.212","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","849.99","Seagate FireCuda 120         (1)","https://es.pcpartpicker.com/product/jGsnTW/seagate-firecuda-120-4-tb-25-solid-state-drive-za4000gm10001","(1 Rating, 4.0 Average)"
"1673015197-66","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","https://m.media-amazon.com/images/I/31cp25MypNS.jpg","Mushkin Gamma","Capacity4 TB","Price / GB€0.211","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","845.99","Mushkin Gamma         (0)","https://es.pcpartpicker.com/product/nsvdnQ/mushkin-gamma-4-tb-m2-2280-nvme-solid-state-drive-mknssdga4tb-d8","null"
"1673015200-67","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","//cdna.pcpartpicker.com/static/forever/images/product/565e8a2963f6ebbb12ba876da85b6070.256p.jpg","Sabrent Rocket Q4","Capacity4 TB","Price / GB€0.210","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","839.99","Sabrent Rocket Q4         (0)","https://es.pcpartpicker.com/product/GyKKHx/sabrent-rocket-q4-4-tb-m2-2280-nvme-solid-state-drive-sb-rktq4-htss-4tb","null"
"1673015202-68","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","//cdna.pcpartpicker.com/static/forever/images/product/64e706ebcc964f75f58669c7f0df9a48.256p.jpg","Sabrent Rocket 4 Plus G","Capacity4 TB","Price / GB€0.210","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","839.99","Sabrent Rocket 4 Plus G         (0)","https://es.pcpartpicker.com/product/LZkWGX/sabrent-rocket-4-plus-g-4-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sb-rktg-4tb","null"
"1673015205-69","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","//cdna.pcpartpicker.com/static/forever/images/product/eb030922dc8c7fdbce5cd4e6d65baca0.256p.jpg","Seagate ST1800MM0128","Capacity1.8 TB","Price / GB€0.443","Type10000 RPM","Cache128 MB","Form Factor2.5""","InterfaceSAS 12.0 Gb/s","798.00","Seagate ST1800MM0128         (0)","https://es.pcpartpicker.com/product/qcfmP6/seagate-internal-hard-drive-st1800mm0128","null"
"1673015207-70","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","https://m.media-amazon.com/images/I/41-7kY-SeGL.jpg","Seagate Constellation Product Series:ES.3","Capacity4 TB","Price / GB€0.199","Type7200 RPM","Cache128 MB","Form Factor3.5""","InterfaceSAS 6.0 Gb/s","795.51","Seagate Constellation Product Series:ES.3         (0)","https://es.pcpartpicker.com/product/MT8Zxr/seagate-internal-hard-drive-st4000nm0043","null"
"1673015209-71","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","//cdna.pcpartpicker.com/static/forever/images/product/81f1202bae8a5023ad46dfae930c5a55.256p.jpg","Intel DC P4500","Capacity2 TB","Price / GB€0.392","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","784.86","Intel DC P4500         (0)","https://es.pcpartpicker.com/product/HYvbt6/intel-dc-p4500-2-tb-25-solid-state-drive-ssdpe2kx020t701","null"
"1673015212-72","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","https://m.media-amazon.com/images/I/31fG43h01HL.jpg","Samsung 860 Evo","Capacity4 TB","Price / GB€0.196","TypeSSD","Cache4096 MB","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","782.63","Samsung 860 Evo         (15)","https://es.pcpartpicker.com/product/Pqm323/samsung-860-evo-4tb-25-solid-state-drive-mz-76e4t0bam","(15 Ratings, 4.8 Average)"
"1673015214-73","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","https://m.media-amazon.com/images/I/41uuRjml3QL.jpg","Sabrent Rocket 4 Plus","Capacity4 TB","Price / GB€0.195","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","779.98","Sabrent Rocket 4 Plus         (2)","https://es.pcpartpicker.com/product/2QZ9TW/sabrent-rocket-4-plus-4-tb-m2-2280-nvme-solid-state-drive-sb-rkt4p-4tb","null"
"1673015217-74","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","//cdna.pcpartpicker.com/static/forever/images/product/48f981bf51cea737e5a702c5a8f77876.256p.jpg","Toshiba MG06ACA10TE","Capacity10 TB","Price / GB€0.078","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","777.00","Toshiba MG06ACA10TE         (0)","https://es.pcpartpicker.com/product/kX97YJ/toshiba-mg06aca10te-10-tb-35-7200rpm-internal-hard-drive-mg06aca10te","null"
"1673015219-75","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","//cdna.pcpartpicker.com/static/forever/images/product/acdbc5acf8fda19b07da2e62066ef05c.256p.jpg","PNY XLR8 CS3030","Capacity4 TB","Price / GB€0.194","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 3.0 X4","775.91","PNY XLR8 CS3030         (0)","https://es.pcpartpicker.com/product/r47G3C/pny-xlr8-cs3030-4-tb-m2-2280-nvme-solid-state-drive-m280cs3030-4tb-rb","null"
"1673015222-76","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","//cdna.pcpartpicker.com/static/forever/images/product/84de6e833584afed9af5e5ca118aa067.256p.jpg","Intel DC P4511","Capacity1 TB","Price / GB€0.772","TypeSSD","Cache","Form FactorM.2-22110","InterfaceM.2 PCIe 3.0 X4","772.00","Intel DC P4511         (0)","https://es.pcpartpicker.com/product/BsTPxr/intel-dc-p4511-1-tb-m2-22110-nvme-solid-state-drive-ssdpelkx010t801","null"
"1673015224-77","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","//cdna.pcpartpicker.com/static/forever/images/product/f1e854263d8bce651e105a14d2611a19.256p.jpg","Seagate Exos X16","Capacity14 TB","Price / GB€0.055","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","764.16","Seagate Exos X16         (0)","https://es.pcpartpicker.com/product/FRFKHx/seagate-exos-x16-14-tb-35-7200rpm-internal-hard-drive-st14000nm003g","null"
"1673015227-78","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","https://m.media-amazon.com/images/I/41rYhOEiE+L.jpg","PNY XLR8 CS3040","Capacity4 TB","Price / GB€0.191","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","764.00","PNY XLR8 CS3040         (1)","https://es.pcpartpicker.com/product/46QcCJ/pny-xlr8-cs03040-4-tb-m2-2280-nvme-solid-state-drive-m280cs3040-4tb-rb","null"
"1673015229-79","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","//cdna.pcpartpicker.com/static/forever/images/product/ef068b02619c4350195aec43edde2c52.256p.jpg","Corsair MP600 PRO LPX","Capacity4 TB","Price / GB€0.191","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","762.34","Corsair MP600 PRO LPX         (0)","https://es.pcpartpicker.com/product/q6ddnQ/corsair-mp600-pro-lpx-4-tb-m2-2280-nvme-solid-state-drive-cssd-f4000gbmp600plp","null"
"1673015231-80","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","//cdna.pcpartpicker.com/static/forever/images/product/8e32fbeaf3794a1547303d9d5e6b158a.256p.jpg","Western Digital Purple Pro","Capacity22 TB","Price / GB€0.034","Type7200 RPM","Cache512 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","741.00","Western Digital Purple Pro         (0)","https://es.pcpartpicker.com/product/YYvdnQ/western-digital-purple-pro-22-tb-35-7200rpm-internal-hard-drive-wd221purp","null"
"1673015234-81","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","//cdna.pcpartpicker.com/static/forever/images/product/ff2274fef77cc660d55c0dc73e144773.256p.jpg","Western Digital WD Blue","Capacity4 TB","Price / GB€0.185","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","740.00","Western Digital WD Blue         (0)","https://es.pcpartpicker.com/product/WDpzK8/western-digital-wd-blue-4-tb-25-solid-state-drive-wdbnce0040pnc-wrsn","null"
"1673015236-82","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","https://images-fe.ssl-images-amazon.com/images/I/41Gey4rCoyL.jpg","Intel DC P3600","Capacity800 GB","Price / GB€0.925","TypeSSD","Cache","Form Factor2.5""","InterfaceU.2","739.90","Intel DC P3600         (0)","https://es.pcpartpicker.com/product/ZdnG3C/intel-dc-p3600-800-gb-25-solid-state-drive-ssdpe2me800g401","null"
"1673015239-83","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","https://m.media-amazon.com/images/I/413kF360YRL.jpg","Corsair Neutron XT","Capacity960 GB","Price / GB€0.753","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","722.61","Corsair Neutron XT         (0)","https://es.pcpartpicker.com/product/LNGj4D/corsair-internal-hard-drive-cssdn960gbxt","null"
"1673015241-84","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","https://m.media-amazon.com/images/I/41VVrReoNJL.jpg","Corsair MP600 PRO NH","Capacity4 TB","Price / GB€0.180","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","719.01","Corsair MP600 PRO NH         (0)","https://es.pcpartpicker.com/product/Bw92FT/corsair-mp600-pro-nh-4-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-cssd-f4000gbmp600pnh","null"
"1673015244-85","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","//cdna.pcpartpicker.com/static/forever/images/product/b9354d5f408a8a8f84148d0dc78cf2e2.256p.jpg","Corsair MP600 PRO NH","Capacity8 TB","Price / GB€0.089","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","714.90","Corsair MP600 PRO NH         (0)","https://es.pcpartpicker.com/product/T8LFf7/corsair-mp600-pro-nh-8-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-cssd-f8000gbmp600pnh","null"
"1673015246-86","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","https://images-na.ssl-images-amazon.com/images/I/41xteYFLOqL.jpg","Plextor M6e Black Edition","Capacity512 GB","Price / GB€1.395","TypeSSD","Cache256 MB","Form FactorPCIe","InterfacePCIe x2","714.02","Plextor M6e Black Edition         (0)","https://es.pcpartpicker.com/product/hf7CmG/plextor-internal-hard-drive-px512m6ebk","null"
"1673015248-87","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","//cdna.pcpartpicker.com/static/forever/images/product/230cb4342b40ac0eba550f3f19a291c8.256p.jpg","Lenovo 5300","Capacity960 GB","Price / GB€0.741","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","710.90","Lenovo 5300         (0)","https://es.pcpartpicker.com/product/nZqBD3/lenovo-5300-960-gb-25-solid-state-drive-4xb7a17089","null"
"1673015251-88","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","//cdna.pcpartpicker.com/static/forever/images/product/1189d0dfe0c7fdaf7552d9decc14325f.256p.jpg","Seagate IronWolf 125","Capacity4 TB","Price / GB€0.176","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","704.28","Seagate IronWolf 125         (0)","https://es.pcpartpicker.com/product/93pzK8/seagate-ironwolf-125-4-tb-25-solid-state-drive-za4000nm1a002","null"
"1673015253-89","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","https://m.media-amazon.com/images/I/41HmMihjbtL.jpg","Kingston DC500M","Capacity3.84 TB","Price / GB€0.178","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","685.22","Kingston DC500M         (0)","https://es.pcpartpicker.com/product/bDstt6/kingston-dc500m-384-tb-25-solid-state-drive-sedc500m3840g","null"
"1673015256-90","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","//cdna.pcpartpicker.com/static/forever/images/product/9d02d27a404270014b927c059047c964.256p.jpg","Synology SAT5200","Capacity1.92 TB","Price / GB€0.354","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","680.37","Synology SAT5200         (0)","https://es.pcpartpicker.com/product/K2tKHx/synology-sat5200-192-tb-25-solid-state-drive-sat5200-1920g","null"
"1673015258-91","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","//cdna.pcpartpicker.com/static/forever/images/product/29b838814626cac9b060a2d2c0a293cd.256p.jpg","Samsung 870 QVO","Capacity8 TB","Price / GB€0.085","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","678.00","Samsung 870 QVO         (1)","https://es.pcpartpicker.com/product/7Qvqqs/samsung-870-qvo-8-tb-25-solid-state-drive-mz-77q8t0bam","null"
"1673015261-92","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","//cdna.pcpartpicker.com/static/forever/images/product/462b13bef86d33b2e483a4b2039550a0.256p.jpg","Western Digital Gold","Capacity10 TB","Price / GB€0.068","Type7200 RPM","Cache256 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","675.00","Western Digital Gold         (0)","https://es.pcpartpicker.com/product/JmM323/western-digital-gold-10tb-35-7200rpm-internal-hard-drive-wd101kryz","null"
"1673015263-93","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","https://m.media-amazon.com/images/I/41PXlqEp3uL.jpg","PNY CS3140","Capacity4 TB","Price / GB€0.168","TypeSSD","Cache","Form FactorM.2-2280","InterfaceM.2 PCIe 4.0 X4","672.35","PNY CS3140         (0)","https://es.pcpartpicker.com/product/4P92FT/pny-cs3140-4-tb-m2-2280-nvme-solid-state-drive-m280cs3140-4tb-rb","null"
"1673015265-94","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","//cdna.pcpartpicker.com/static/forever/images/product/1ac710bded46038988de0ebfa909355a.256p.jpg","Western Digital Red Pro","Capacity22 TB","Price / GB€0.030","Type7200 RPM","Cache512 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","670.90","Western Digital Red Pro         (0)","https://es.pcpartpicker.com/product/ByjBD3/western-digital-red-pro-22-tb-35-7200rpm-internal-hard-drive-wd221kfgx","null"
"1673015268-95","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","https://m.media-amazon.com/images/I/31RyQwjGu8L.jpg","Western Digital Purple","Capacity18 TB","Price / GB€0.037","Type7200 RPM","Cache512 MB","Form Factor3.5""","InterfaceSATA 6.0 Gb/s","665.12","Western Digital Purple         (0)","https://es.pcpartpicker.com/product/4FgFf7/western-digital-purple-18-tb-35-7200rpm-internal-hard-drive-wd180purz","null"
"1673015270-96","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","//cdna.pcpartpicker.com/static/forever/images/product/b2b20d754d7cb3cd75ea2a7671564ef5.256p.jpg","Intel DC P4510","Capacity2 TB","Price / GB€0.332","TypeSSD","Cache","Form Factor2.5""","InterfaceU.2","664.68","Intel DC P4510         (0)","https://es.pcpartpicker.com/product/F7VD4D/intel-dc-p4510-2-tb-25-nvme-solid-state-drive-ssdpe2kx020t801","null"
"1673015273-97","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","//cdna.pcpartpicker.com/static/forever/images/product/77257ef236839b1694bf1321747a6476.256p.jpg","Kingston DC1500M","Capacity3.84 TB","Price / GB€0.172","TypeSSD","Cache","Form Factor2.5""","InterfaceU.2","660.69","Kingston DC1500M         (0)","https://es.pcpartpicker.com/product/ZQ92FT/kingston-dc1500m-384-tb-25-solid-state-drive-sedc1500m3840g","null"
"1673015277-98","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","https://m.media-amazon.com/images/I/41RgoDZ5rtL.jpg","Seagate ST2000NX0353","Capacity2 TB","Price / GB€0.330","Type7200 RPM","Cache128 MB","Form Factor2.5""","InterfaceSAS 12.0 Gb/s","660.49","Seagate ST2000NX0353         (0)","https://es.pcpartpicker.com/product/s3tWGX/seagate-internal-hard-drive-st2000nx0353","null"
"1673015279-99","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","https://m.media-amazon.com/images/I/416iOdejeaL.jpg","OCZ Colossus LT","Capacity250 GB","Price / GB€2.632","TypeSSD","Cache128 MB","Form Factor3.5""","InterfaceSATA 3.0 Gb/s","658.04","OCZ Colossus LT         (0)","https://es.pcpartpicker.com/product/n3JwrH/ocz-internal-hard-drive-oczssd21clslt250g","null"
"1673015282-100","https://es.pcpartpicker.com/products/internal-hard-drive/#sort=price&page=17","//cdna.pcpartpicker.com/static/forever/images/product/81d3b46ba8801118aaf970f2fb1da0c0.256p.jpg","Intel D3-S4510","Capacity3.84 TB","Price / GB€0.171","TypeSSD","Cache","Form Factor2.5""","InterfaceSATA 6.0 Gb/s","655.97","Intel D3-S4510         (0)","https://es.pcpartpicker.com/product/8fw7YJ/intel-d3-s4510-384-tb-25-solid-state-drive-ssdsc2kb038t801","null"
