img_src,name,core_count,core_clock_GHz,boost_clock_GHz,tdp_W,integrated_graphics,price,link,socket,rating_number, rating
https://m.media-amazon.com/images/I/41TuK9whOAL.jpg,Intel Core i5-4670S,4,3.1,3.8,65,Intel HD Graphics 4600,580,https://es.pcpartpicker.com/product/vf8H99/intel-cpu-cm8064601465703,LGA1150,1,5
//cdna.pcpartpicker.com/static/forever/images/product/11c79d9584e1486da16c8eaf018ee463.256p.jpg,Intel Xeon E3-1230 V6,4,3.5,3.9,72,,582,https://es.pcpartpicker.com/product/HjtWGX/intel-xeon-e3-1230-v6-35ghz-quad-core-processor-bx80677e31230v6,LGA1151,1,5
//cdna.pcpartpicker.com/static/forever/images/product/cba263028a1b6a8e4f8960837de3c83a.256p.jpg,Intel Core i7-5960X,8,3,3.5,140,,595,https://es.pcpartpicker.com/product/TcQypg/intel-cpu-bx80648i75960x,LGA2011-3,13,4.9
//cdna.pcpartpicker.com/static/forever/images/product/d89b878886f1e1afa45aa618a95f4136.256p.jpg,Intel Core i7-7820X,8,3.6,4.5,140,,606.48,https://es.pcpartpicker.com/product/C2dFf7/intel-i7-7820x-36ghz-8-core-processor-bx80673i77820x,LGA2066,10,4.9
//cdna.pcpartpicker.com/static/forever/images/product/8de723005cfc1b85071c4abf4d76bd4e.256p.jpg,AMD Ryzen 9 7950X,16,4.5,5.7,170,Radeon,616.88,https://es.pcpartpicker.com/product/22XJ7P/amd-ryzen-9-7950x-45-ghz-16-core-processor-100-100000514wof,AM5,6,4.7
//cdna.pcpartpicker.com/static/forever/images/product/ef583b00501fbe1d9df909c3ffe2b413.256p.jpg,Intel Core i9-13900KF,24,3,5.8,125,,626.06,https://es.pcpartpicker.com/product/CgkWGX/intel-core-i9-13900kf-3-ghz-24-core-processor-bx8071513900kf,LGA1700,2,5
//cdna.pcpartpicker.com/static/forever/images/product/bb4c0b72e3f78893b1e5b19ab570b2c1.256p.jpg,AMD Ryzen 9 3950X,16,3.5,4.7,105,,641.16,https://es.pcpartpicker.com/product/t7CFf7/amd-ryzen-9-3950x-35-ghz-16-core-processor-100-100000051wof,AM4,62,5
//cdna.pcpartpicker.com/static/forever/images/product/9ec7bf0f10e60c175e9b64c51bab7240.256p.jpg,Intel Core i9-13900K,24,3,5.8,125,Intel UHD Graphics 770,654.79,https://es.pcpartpicker.com/product/DhVmP6/intel-core-i9-13900k-3-ghz-24-core-processor-bx8071513900k,LGA1700,8,4.9
//cdna.pcpartpicker.com/static/forever/images/product/d487244031c8650aa28b1bd94389f83e.256p.jpg,Intel Xeon E-2276G,6,3.8,4.9,80,Intel HD Graphics P630,667,https://es.pcpartpicker.com/product/w6Dkcf/intel-xeon-e-2276g-38-thz-6-core-oemtray-processor-cm8068404227703, LGA1151,1,4
//cdna.pcpartpicker.com/static/forever/images/product/9f4bab6ab3d6eac89876013f43df820e.256p.jpg,Intel Core i9-9900X,10,3.5,4.4,165,,680.88,https://es.pcpartpicker.com/product/qNCD4D/intel-core-i9-9900x-35-ghz-10-core-processor-bx80673i99900x,LGA2066,1,5
//cdna.pcpartpicker.com/static/forever/images/product/b3fd483f4dc6bc63faff298cdffb41d5.256p.jpg,Intel Core i9-12900KS,16,3.4,5.5,150,Intel UHD Graphics 770,694.99,https://es.pcpartpicker.com/product/sn4Ycf/intel-core-i9-12900ks-34-ghz-16-core-processor-bx8071512900ks,LGA1700,2,4.5
//cdna.pcpartpicker.com/static/forever/images/product/9f4bab6ab3d6eac89876013f43df820e.256p.jpg,Intel Core i9-9820X,10,3.3,4.1,165,,709.25,https://es.pcpartpicker.com/product/YG448d/intel-core-i9-9820x-33-ghz-10-core-processor-bx80673i99820x,LGA2066,2,4.5
//cdna.pcpartpicker.com/static/forever/images/product/d6ea76d2a63ade5759235829a6d63697.256p.jpg,Intel Core i9-10900X,10,3.7,4.7,165,,750,https://es.pcpartpicker.com/product/r4NgXL/intel-core-i9-10900x-37-ghz-10-core-processor-bx8069510900x,LGA2066,1,5
https://m.media-amazon.com/images/I/51rLr1NagHL.jpg,Intel Xeon E5-2690 V3,12,2.6,3.5,135,,783.99,https://es.pcpartpicker.com/product/WcCrxr/intel-cpu-bx80644e52690v3,LGA2011-3,1,5
https://m.media-amazon.com/images/I/51YeSV5-byL.jpg,AMD FX-9370,8,4.4,4.7,220,,795,https://es.pcpartpicker.com/product/gkV48d/amd-cpu-fd9370fhhkwox,AM3+,2,5
//cdna.pcpartpicker.com/static/forever/images/product/acbbf09e0391f7599810e37d7ed1f9de.256p.jpg,Intel Xeon E5-2690 V4,14,2.6,3.5,135,,839.99,https://es.pcpartpicker.com/product/fNcMnQ/intel-cpu-bx80660e52690v4,LGA2011-3,1,5
https://m.media-amazon.com/images/I/41RbzAmPg7L.jpg,Intel Core i7-6950X,10,3,3.5,140,,840.81,https://es.pcpartpicker.com/product/MJM323/intel-cpu-bx80671i76950x,LGA2011-3,4,5
//cdna.pcpartpicker.com/static/forever/images/product/fe223eeb7f193ce69814603b89175472.256p.jpg,Intel Xeon E5-2660 V4,14,2,3.2,105,,865.38,https://es.pcpartpicker.com/product/6k98TW/intel-cpu-bx80660e52660v4,LGA2011-3,1,5
//cdna.pcpartpicker.com/static/forever/images/product/e5ec30e5856001c1f713bc38ef99b588.256p.jpg,AMD Threadripper 2920X,12,3.5,4.3,180,,876.8,https://es.pcpartpicker.com/product/gnDJ7P/amd-threadripper-2920x-35-ghz-12-core-processor-yd292xa8afwof,sTR4,1,5
//cdna.pcpartpicker.com/static/forever/images/product/f289869a9c93444d38bf7d98fcbe2407.256p.jpg,Intel Core i9-10920X,12,3.5,4.8,165,,895.17,https://es.pcpartpicker.com/product/2vZzK8/intel-core-i9-10920x-35-ghz-12-core-processor-bx8069510920x,LGA2066,1,5
https://m.media-amazon.com/images/I/51hzN4DjiDL.jpg,AMD Threadripper 1950X,16,3.4,4,180,,1070,https://es.pcpartpicker.com/product/CF7CmG/amd-threadripper-1950x-34ghz-16-core-processor-yd195xa8aewof,sTR4,18,4.9
//cdna.pcpartpicker.com/static/forever/images/product/3ada9b0ee52763b884f3f76b681846ad.256p.jpg,AMD Threadripper 3960X,24,3.8,4.5,280,,1609.39,https://es.pcpartpicker.com/product/kNyqqs/amd-ryzen-9-3960x-38-ghz-24-core-processor-100-100000010wof,sTRX4,9,4.8
//cdna.pcpartpicker.com/static/forever/images/product/f2cacb6e0f6003d798989357654aff3c.256p.jpg,AMD Threadripper 3970X,32,3.7,4.5,280,,4000,https://es.pcpartpicker.com/product/rkwkcf/amd-threadripper-3970x-37-ghz-32-core-processor-100-100000011wof,sTRX4,7,5
//cdna.pcpartpicker.com/static/forever/images/product/7e2e7fecadc261c89c70cf3965a97a28.256p.jpg,AMD Threadripper 3990X,64,2.9,4.3,280,,5293.08,https://es.pcpartpicker.com/product/KWmFf7/amd-threadripper-3990x-29-ghz-64-core-processor-100-100000163wof,sTRX4,1,5
