img_src,name,capacity,price/GB,type,cache,form_factor,interface,price,link,rating_number,rating
//cdna.pcpartpicker.com/static/forever/images/product/7477813c6b50ff2093ca5677eac53a61.256p.jpg,Samsung 860 QVO,1 TB,0.204,SSD,,"2.5""",SATA 6.0 Gb/s,203.99,https://es.pcpartpicker.com/product/vRWfrH/samsung-860-qvo-1-tb-25-solid-state-drive-mz-76q1t0bw,48,4.6
//cdna.pcpartpicker.com/static/forever/images/product/67a66817f262080a5c3b8aa4867a9f21.256p.jpg,SanDisk Ultra 3D,2 TB,0.102,SSD,,"2.5""",SATA 6.0 Gb/s,203.85,https://es.pcpartpicker.com/product/8gRFf7/sandisk-ultra-3d-2tb-25-solid-state-drive-sdssdh3-2t00-g25,4,4.8
//cdna.pcpartpicker.com/static/forever/images/product/1be90564f542f5c92986ae57c3947d07.256p.jpg,TEAMGROUP T-Create Classic,2 TB,0.102,SSD,,M.2,M.2 PCIe 3.0 X4,203.82,https://es.pcpartpicker.com/product/q78bt6/teamgroup-t-create-classic-2-tb-m2-2280-nvme-solid-state-drive-tm8fpe002t0c611,1,5
https://m.media-amazon.com/images/I/31p3IUZV+ZL.jpg,Kingston KC3000,2.048 TB,0.099,SSD,,M.2,M.2 PCIe 4.0 X4,201.8,https://es.pcpartpicker.com/product/sJPQzy/kingston-kc3000-2048-tb-m2-2280-nvme-solid-state-drive-skc3000d2048g,4,5
https://m.media-amazon.com/images/I/41Ioh8W+m6L.jpg,Patriot VPR100 RGB,1 TB,0.201,SSD,,M.2,M.2 PCIe 3.0 X4,201.35,https://es.pcpartpicker.com/product/vc4BD3/patriot-vpr100-rgb-1-tb-m2-2280-nvme-solid-state-drive-vpr100-1tbm28h,1,5
//cdna.pcpartpicker.com/static/forever/images/product/76686d414b4e8ac4c7926387757282ab.256p.jpg,Seagate IronWolf NAS,6 TB,0.034,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,201.21,https://es.pcpartpicker.com/product/Q7kj4D/seagate-ironwolf-nas-6-tb-35-7200rpm-internal-hard-drive-st6000vn0033,3,4.3
https://m.media-amazon.com/images/I/41qR7C253KL.jpg,Samsung 860 Evo,1 TB,0.201,SSD,1024 MB,"2.5""",SATA 6.0 Gb/s,200.56,https://es.pcpartpicker.com/product/yzfhP6/samsung-860-evo-1tb-25-solid-state-drive-mz-76e1t0bam,289,4.9
//cdna.pcpartpicker.com/static/forever/images/product/8e988ffd916a4a2b85a5359d126823a8.256p.jpg,Seagate BarraCuda 120,1 TB,0.2,SSD,,"2.5""",SATA 6.0 Gb/s,199.9,https://es.pcpartpicker.com/product/TLyqqs/seagate-barracuda-120-1-tb-25-solid-state-drive-za1000cm1a003,3,5
//cdna.pcpartpicker.com/static/forever/images/product/1e4c4d3ecb952ed22efcb1fdaef01d84.256p.jpg,Western Digital Green,2 TB,0.099,5900 RPM,8 MB,"2.5""",SATA 6.0 Gb/s,198.55,https://es.pcpartpicker.com/product/Gmbp99/western-digital-internal-hard-drive-wd20npvx,2,4.5
https://images-na.ssl-images-amazon.com/images/I/411%2BtOkrxmL.jpg,Crucial M550,128 GB,1.548,SSD,,"2.5""",SATA 6.0 Gb/s,198.17,https://es.pcpartpicker.com/product/dj3RsY/crucial-internal-hard-drive-ct128m550ssd1,6,4.3
//cdna.pcpartpicker.com/static/forever/images/product/0e711f3edb98f9680cc528271201d8d2.256p.jpg,Western Digital Black SN750,500 GB,0.396,SSD,,M.2,M.2 PCIe 3.0 X4,197.99,https://es.pcpartpicker.com/product/KTQG3C/western-digital-wd_black-sn750-500-gb-m2-2280-nvme-solid-state-drive-wds500g3x0c,115,4.9
//cdna.pcpartpicker.com/static/forever/images/product/61959e3ff7f2591e8f040dbe7e49c1a9.256p.jpg,ADATA XPG GAMMIX S50 Lite,2 TB,0.099,SSD,,M.2,M.2 PCIe 4.0 X4,197.8,https://es.pcpartpicker.com/product/6GK2FT/adata-xpg-gammix-s50-lite-2-tb-m2-2280-nvme-solid-state-drive-agammixs50l-2t-c,2,3.5
https://images-na.ssl-images-amazon.com/images/I/51lPS1Pap2L.jpg,Western Digital Scorpio Blue,1 TB,0.197,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,197,https://es.pcpartpicker.com/product/nbPfrH/western-digital-internal-hard-drive-wd10jpvt,2,4
//cdna.pcpartpicker.com/static/forever/images/product/43e8d7f948dad74e351811c42037cf0f.256p.jpg,ADATA XPG SPECTRIX S40G RGB,2 TB,0.098,SSD,,M.2,M.2 PCIe 3.0 X4,196.43,https://es.pcpartpicker.com/product/K7FKHx/adata-xpg-spectrix-s40g-rgb-2-tb-m2-2280-nvme-solid-state-drive-as40g-2tt-c,5,4.4
//cdna.pcpartpicker.com/static/forever/images/product/934b03245c9772e668213ce23429bd1a.256p.jpg,Western Digital Blue,2 TB,0.098,SSD,,M.2,M.2 SATA,196.09,https://es.pcpartpicker.com/product/CXvbt6/western-digital-blue-2tb-m2-2280-solid-state-drive-wds200t2b0b,26,4.7
https://images-na.ssl-images-amazon.com/images/I/41KUkjZAOuL.jpg,OCZ Vertex 2,90 GB,2.178,SSD,,"2.5""",SATA 3.0 Gb/s,195.98,https://es.pcpartpicker.com/product/kb9KHx/ocz-internal-hard-drive-oczssd22vtxe90g,2,4.5
//cdna.pcpartpicker.com/static/forever/images/product/6e748583c7557c8d12e4e6b48df99efa.256p.jpg,Hitachi Ultrastar,2 TB,0.098,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,195.97,https://es.pcpartpicker.com/product/C3448d/hitachi-hgst-ultrastar-2tb-35-7200rpm-internal-hard-drive-0f23092,2,5
https://m.media-amazon.com/images/I/414gCFbFBhL.jpg,Seagate FireCuda 120,1 TB,0.196,SSD,,"2.5""",SATA 6.0 Gb/s,195.9,https://es.pcpartpicker.com/product/W9hmP6/seagate-firecuda-120-1-tb-25-solid-state-drive-za1000gm10001,1,5
//cdna.pcpartpicker.com/static/forever/images/product/7e53f8d0c5d7aa40a38ac9d8864a774f.256p.jpg,Intel 660p,512 GB,0.378,SSD,,M.2,M.2 PCIe 3.0 X4,193.41,https://es.pcpartpicker.com/product/6YtQzy/intel-660p-series-512gb-m2-2280-solid-state-drive-ssdpeknw512g8xt,25,4.7
//cdna.pcpartpicker.com/static/forever/images/product/a3b09866e3716566572bf9a13792cc85.256p.jpg,Western Digital Blue,2 TB,0.096,SSD,,"2.5""",SATA 6.0 Gb/s,191.59,https://es.pcpartpicker.com/product/Mtprxr/western-digital-0-25-2000000rpm-internal-hard-drive-wds200t2b0a,6,5
//cdna.pcpartpicker.com/static/forever/images/product/04f2780924ad6adc22bc16609804195f.256p.jpg,Kingston A2000,1 TB,0.191,SSD,,M.2,M.2 PCIe 3.0 X4,191.25,https://es.pcpartpicker.com/product/9vWBD3/kingston-a2000-1-tb-m2-2280-nvme-solid-state-drive-sa2000m81000g,46,4.8
//cdna.pcpartpicker.com/static/forever/images/product/acdbc5acf8fda19b07da2e62066ef05c.256p.jpg,PNY XLR8 CS3030,2 TB,0.095,SSD,,M.2,M.2 PCIe 3.0 X4,190.5,https://es.pcpartpicker.com/product/cGLwrH/pny-xlr8-cs3030-2-tb-m2-2280-nvme-solid-state-drive-m280cs3030-2tb-rb,4,5
//cdna.pcpartpicker.com/static/forever/images/product/3ecc755b2374b73f4ffeefb4c8d13377.256p.jpg,Seagate IronWolf NAS,4 TB,0.048,5900 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,190.08,https://es.pcpartpicker.com/product/tGwypg/seagate-ironwolf-nas-4-tb-35-5900rpm-internal-hard-drive-st4000vna08,1,5
//cdna.pcpartpicker.com/static/forever/images/product/d9c498fdb40145e3d339b6cd878c0908.256p.jpg,Seagate IronWolf Pro,6 TB,0.032,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,189.99,https://es.pcpartpicker.com/product/JccRsY/seagate-ironwolf-pro-6-tb-35-7200rpm-internal-hard-drive-st6000ne000,1,4
//cdna.pcpartpicker.com/static/forever/images/product/1b8dfbf3066b1887a595ab45940a47d7.256p.jpg,Western Digital Black SN750,1 TB,0.189,SSD,,M.2,M.2 PCIe 3.0 X4,189.1,https://es.pcpartpicker.com/product/R37v6h/western-digital-wd_black-sn750-1-tb-m2-2280-nvme-solid-state-drive-wds100t3xhc,16,5
https://images-na.ssl-images-amazon.com/images/I/51uKd9uX5SL.jpg,Hitachi Ultrastar,2 TB,0.095,7200 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,189.05,https://es.pcpartpicker.com/product/Qt7v6h/hitachi-ultrastar-2tb-35-7200rpm-internal-hard-drive-0f10629,1,4
//cdna.pcpartpicker.com/static/forever/images/product/3f1519ba1df50f415e0e41dd05fac55d.256p.jpg,KIOXIA EXCERIA PLUS G2,500 GB,0.376,SSD,,M.2,M.2 PCIe 3.0 X4,188,https://es.pcpartpicker.com/product/QfbTwP/kioxia-exceria-plus-g2-500-gb-m2-2280-nvme-solid-state-drive-lrd20z500gg8,1,5
https://m.media-amazon.com/images/I/41V+WMaIaoL.jpg,Kingston SSDNow KC300,240 GB,0.781,SSD,,"2.5""",SATA 6.0 Gb/s,187.5,https://es.pcpartpicker.com/product/LVh9TW/kingston-internal-hard-drive-skc300s37a240g,2,4
https://m.media-amazon.com/images/I/41QZgJyYwsL.jpg,Kingston SSDNow KC400,128 GB,1.465,SSD,,"2.5""",SATA 6.0 Gb/s,187.5,https://es.pcpartpicker.com/product/3Fs8TW/kingston-ssdnow-kc400-128gb-25-solid-state-drive-skc400s37128g,1,1
//cdna.pcpartpicker.com/static/forever/images/product/24800867793af89a94e2ab46046f0394.256p.jpg,Kingston KC2500,500 GB,0.375,SSD,,M.2,M.2 PCIe 3.0 X4,187.5,https://es.pcpartpicker.com/product/wPqBD3/kingston-kc2500-500-gb-m2-2280-nvme-solid-state-drive-skc2500m8500g,2,5
//cdna.pcpartpicker.com/static/forever/images/product/e0cb65cd2d53bdf3a8313e6b74bfa471.256p.jpg,Patriot VPN100,1 TB,0.186,SSD,512 MB,M.2,M.2 PCIe 3.0 X4,186.38,https://es.pcpartpicker.com/product/NWNv6h/patriot-vpn100-1-tb-m2-2280-solid-state-drive-vpn100-1tbm28h,2,5
https://m.media-amazon.com/images/I/310UZVOtlfL.jpg,Western Digital Black SN770,2 TB,0.093,SSD,,M.2,M.2 PCIe 4.0 X4,185.8,https://es.pcpartpicker.com/product/4KRYcf/western-digital-2-tb-m2-2280-nvme-solid-state-drive-wds200t3x0e,6,5
https://images-na.ssl-images-amazon.com/images/I/41OPdmlDHEL.jpg,Western Digital VelociRaptor,250 GB,0.741,10000 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,185.36,https://es.pcpartpicker.com/product/7mtCmG/western-digital-internal-hard-drive-wd2500hhtz,3,5
https://m.media-amazon.com/images/I/51z+yr41k5L.jpg,Western Digital Blue,4 TB,0.046,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,185,https://es.pcpartpicker.com/product/jp2rxr/western-digital-internal-hard-drive-wd40ezrz,39,4.7
//cdna.pcpartpicker.com/static/forever/images/product/d9014ca0253160e4e279b516d09c784d.256p.jpg,Western Digital Ultrastar,8 TB,0.023,7200 RPM,,"3.5""",SATA 6.0 Gb/s,184.95,https://es.pcpartpicker.com/product/KpbCmG/western-digital-ultrastar-8-tb-35-7200rpm-internal-hard-drive-hus728t8tale6l4,1,4
https://m.media-amazon.com/images/I/31DAs+3PWbL.jpg,Samsung 990 Pro,1 TB,0.183,SSD,1024 MB,M.2,M.2 PCIe 4.0 X4,183,https://es.pcpartpicker.com/product/FsqPxr/samsung-990-pro-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mz-v9p1t0bw,2,5
//cdna.pcpartpicker.com/static/forever/images/product/e56fee327e6d72771db2dad0c6e4349f.256p.jpg,PNY XLR8 CS3040,1 TB,0.182,SSD,,M.2,M.2 PCIe 4.0 X4,182.31,https://es.pcpartpicker.com/product/B8FKHx/pny-xlr8-cs03040-1-tb-m2-2280-nvme-solid-state-drive-m280cs3040-1tb-rb,5,4.8
//cdna.pcpartpicker.com/static/forever/images/product/83ab1ef55caa95aaa14c80342b31f074.256p.jpg,Samsung PM981,512 GB,0.355,SSD,,M.2,M.2 PCIe 3.0 X4,182,https://es.pcpartpicker.com/product/GNMwrH/samsung-pm981-512-gb-m2-2280-solid-state-drive-mzvlb512hajq-00000,1,4
https://images-na.ssl-images-amazon.com/images/I/41SUf27lvfL.jpg,Samsung Spinpoint F1 DT,1 TB,0.181,7200 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,181,https://es.pcpartpicker.com/product/Mqfp99/samsung-internal-hard-drive-hd103uj,4,4.2
//cdna.pcpartpicker.com/static/forever/images/product/925bc525a894eb8d7714544caf9fdae5.256p.jpg,Kingston SSDNow V300,120 GB,1.504,SSD,,"2.5""",SATA 6.0 Gb/s,180.5,https://es.pcpartpicker.com/product/xWFPxr/kingston-internal-hard-drive-sv300s3n7a120g,5,4.2
https://images-na.ssl-images-amazon.com/images/I/41HuJhZjBPL.jpg,Seagate Barracuda Green,2 TB,0.09,5900 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,180,https://es.pcpartpicker.com/product/BNh9TW/seagate-internal-hard-drive-st2000dl003,8,5
https://m.media-amazon.com/images/I/51LYl6kDa3L.jpg,Seagate BarraCuda,3 TB,0.06,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,180,https://es.pcpartpicker.com/product/j28H99/seagate-barracuda-3-tb-35-7200rpm-internal-hard-drive-st3000dm008,98,4.7
//cdna.pcpartpicker.com/static/forever/images/product/67e8a5989e6fe70dfbaf3b4b8d03c03a.256p.jpg,SanDisk SSD PLUS,2 TB,0.089,SSD,,"2.5""",SATA 6.0 Gb/s,178.82,https://es.pcpartpicker.com/product/FL3mP6/sandisk-ssd-plus-2-tb-25-solid-state-drive-sdssda-2t00-g26,5,5
https://m.media-amazon.com/images/I/51kcr0BT3iL.jpg,ADATA XPG SX930,240 GB,0.737,SSD,,"2.5""",SATA 6.0 Gb/s,176.86,https://es.pcpartpicker.com/product/6L2rxr/a-data-internal-hard-drive-asx930ss3240gmc,1,5
//cdna.pcpartpicker.com/static/forever/images/product/57d2486a70e981d639a9a4ab8209cfa2.256p.jpg,Western Digital Gold,4 TB,0.044,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,175.8,https://es.pcpartpicker.com/product/jtn8TW/western-digital-gold-4-tb-35-7200rpm-internal-hard-drive-wd4003fryz,1,4
//cdna.pcpartpicker.com/static/forever/images/product/3a7b9a069c847e509654192111742930.256p.jpg,Seagate FireCuda 520,1 TB,0.174,SSD,,M.2,M.2 PCIe 4.0 X4,174.07,https://es.pcpartpicker.com/product/nfpmP6/seagate-firecuda-520-1-tb-m2-2280-nvme-solid-state-drive-zp1000gm3a002,7,4.6
//cdna.pcpartpicker.com/static/forever/images/product/8e423c192fcc76f37144617ee45c1435.256p.jpg,Seagate BarraCuda,500 GB,0.347,7200 RPM,16 MB,"3.5""",SATA 3.0 Gb/s,173.31,https://es.pcpartpicker.com/product/mnV48d/seagate-internal-hard-drive-st3500641asrk,10,3.9
https://m.media-amazon.com/images/I/31m-HD-qlsL.jpg,ADATA XPG GAMMIX S11 Pro,2 TB,0.087,SSD,,M.2,M.2 PCIe 3.0 X4,173.05,https://es.pcpartpicker.com/product/hWfFf7/adata-xpg-gammix-s11-pro-2-tb-m2-2280-nvme-solid-state-drive-agammixs11p-2tt-c,3,5
https://m.media-amazon.com/images/I/51BcRHnsL7L.jpg,Western Digital Green,4 TB,0.043,5900 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,172,https://es.pcpartpicker.com/product/2pfp99/western-digital-internal-hard-drive-wd40ezrx,16,4.5
//cdna.pcpartpicker.com/static/forever/images/product/addc99cfc357264f36546dbbfab7c58c.256p.jpg,TEAMGROUP T-Force Cardea Zero Z340,1 TB,0.172,SSD,,M.2,M.2 PCIe 3.0 X4,171.99,https://es.pcpartpicker.com/product/g6wkcf/team-t-force-cardea-zero-z340-1-tb-m2-2280-nvme-solid-state-drive-tm8fp9001t0c311,2,4.5
https://images-eu.ssl-images-amazon.com/images/I/31Wj5Rc%2BJGL.jpg,ADATA XPG GAMMIX S11 Pro,1 TB,0.172,SSD,,M.2,M.2 PCIe 3.0 X4,171.98,https://es.pcpartpicker.com/product/qBCD4D/adata-xpg-gammix-s11-pro-1-tb-m2-2280-solid-state-drive-agammixs11p-1tt-c,14,4.7
https://m.media-amazon.com/images/I/31nXTKlKQYL.jpg,Crucial P3 Plus,2 TB,0.086,SSD,,M.2,M.2 PCIe 4.0 X4,171.8,https://es.pcpartpicker.com/product/yGZ9TW/crucial-p3-plus-2-tb-m2-2280-nvme-solid-state-drive-ct2000p3pssd8,2,5
//cdna.pcpartpicker.com/static/forever/images/product/013a85e95fb77410caa6f0fc19590f1e.256p.jpg,Western Digital Blue SN550,2 TB,0.086,SSD,,M.2,M.2 PCIe 3.0 X4,171.45,https://es.pcpartpicker.com/product/zNK2FT/western-digital-blue-sn550-2-tb-m2-2280-nvme-solid-state-drive-wds200t2b0c,9,4.6
https://m.media-amazon.com/images/I/41pBUwwHQ8L.jpg,ADATA Falcon,1 TB,0.17,SSD,,M.2,M.2 PCIe 3.0 X4,169.55,https://es.pcpartpicker.com/product/vfcRsY/adata-falcon-1-tb-m2-2280-nvme-solid-state-drive-afalcon-1t-c,2,4
https://m.media-amazon.com/images/I/51IzYxuTE3L.jpg,Western Digital Scorpio Black,750 GB,0.225,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,169,https://es.pcpartpicker.com/product/Kdh9TW/western-digital-internal-hard-drive-wd7500bpkt,3,4.3
//cdna.pcpartpicker.com/static/forever/images/product/824cccd96f9bb0f84bb4efb829dab6b9.256p.jpg,Western Digital Black,512 GB,0.33,SSD,,M.2,M.2 PCIe 3.0 X4,168.91,https://es.pcpartpicker.com/product/wjDzK8/western-digital-black-512gb-m2-2280-solid-state-drive-wds512g1x0c,12,4.3
//cdna.pcpartpicker.com/static/forever/images/product/b76335209ac689ef3ed00fdde8358acb.256p.jpg,TEAMGROUP MP33,2 TB,0.084,SSD,,M.2,M.2 PCIe 3.0 X4,168.68,https://es.pcpartpicker.com/product/C3xbt6/team-mp33-2-tb-m2-2280-nvme-solid-state-drive-tm8fp6002t0c101,3,5
https://images-eu.ssl-images-amazon.com/images/I/41nYPOtkWoL.jpg,Seagate ST500LM020,500 GB,0.336,Hybrid,,"2.5""",SATA 6.0 Gb/s,168.19,https://es.pcpartpicker.com/product/bqqbt6/seagate-internal-hard-drive-st500lm020,2,4
//cdna.pcpartpicker.com/static/forever/images/product/0e711f3edb98f9680cc528271201d8d2.256p.jpg,Western Digital Black SN750,1 TB,0.168,SSD,,M.2,M.2 PCIe 3.0 X4,167.96,https://es.pcpartpicker.com/product/QQrmP6/western-digital-wd_black-sn750-1-tb-m2-2280-nvme-solid-state-drive-wds100t3x0c,128,4.9
https://m.media-amazon.com/images/I/519Qe1lgaGL.jpg,Seagate BarraCuda,1 TB,0.168,7200 RPM,32 MB,"3.5""",SATA 6.0 Gb/s,167.81,https://es.pcpartpicker.com/product/kLmLrH/seagate-internal-hard-drive-st31000524as,92,4.4
https://m.media-amazon.com/images/I/41C5c5tZtjL.jpg,Addlink S70,1 TB,0.167,SSD,,M.2,M.2 PCIe 3.0 X4,167.12,https://es.pcpartpicker.com/product/fxsnTW/addlink-s70-1-tb-m2-2280-nvme-solid-state-drive-8541578384,2,5
//cdna.pcpartpicker.com/static/forever/images/product/fc032f25b40a04ce17f1a3a06c7f6418.256p.jpg,Western Digital Blue,6 TB,0.028,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,165.64,https://es.pcpartpicker.com/product/Z2HRsY/western-digital-blue-6-tb-35-5400rpm-internal-hard-drive-wd60ezaz,2,5
https://m.media-amazon.com/images/I/41ccTJnzCML.jpg,Toshiba P300,500 GB,0.329,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,164.7,https://es.pcpartpicker.com/product/PMcMnQ/toshiba-internal-hard-drive-hdwd105xzsta,1,4
https://m.media-amazon.com/images/I/41oifNce1pL.jpg,ADATA SU800,1 TB,0.165,SSD,,M.2,M.2 SATA,164.59,https://es.pcpartpicker.com/product/hCjJ7P/adata-su800-1-tb-m2-2280-solid-state-drive-asu800ns38-1tt-c,2,5
//cdna.pcpartpicker.com/static/forever/images/product/d80b2f529f4966aceb488eb04c339788.256p.jpg,Toshiba MG08ADA400E,4 TB,0.041,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,163.97,https://es.pcpartpicker.com/product/4HH7YJ/toshiba-mg08ada400e-4-tb-35-7200rpm-internal-hard-drive-mg08ada400e,1,5
//cdna.pcpartpicker.com/static/forever/images/product/7373d77a5d7b02a0e39cf13fd542b1b6.256p.jpg,Seagate ST6000NM0024,6 TB,0.027,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,163.46,https://es.pcpartpicker.com/product/9YyFf7/seagate-internal-hard-drive-st6000nm0024,1,5
//cdna.pcpartpicker.com/static/forever/images/product/65573f9b81b272dcf0dd4904529460e5.256p.jpg,ADATA XPG SX8200 Pro,2 TB,0.082,SSD,,M.2,M.2 PCIe 3.0 X4,163.35,https://es.pcpartpicker.com/product/kQZzK8/adata-xpg-sx8200-pro-2-tb-m2-2280-nvme-solid-state-drive-asx8200pnp-2tt-c,32,4.9
https://m.media-amazon.com/images/I/51-P82jsezL.jpg,Kingston SSDNow V+200,120 GB,1.354,SSD,,"2.5""",SATA 6.0 Gb/s,162.44,https://es.pcpartpicker.com/product/TX8Zxr/kingston-internal-hard-drive-svp200s37a120g,1,5
https://images-na.ssl-images-amazon.com/images/I/4132xZpf-rL.jpg,Corsair Force GT,120 GB,1.352,SSD,,"2.5""",SATA 6.0 Gb/s,162.19,https://es.pcpartpicker.com/product/mMW9TW/corsair-internal-hard-drive-cssdf120gbgtbk,17,4.4
//cdna.pcpartpicker.com/static/forever/images/product/129d23e0a1a8838493ef1033fe353a88.256p.jpg,TEAMGROUP T-Force Delta Max RGB,1 TB,0.162,SSD,,"2.5""",SATA 6.0 Gb/s,161.88,https://es.pcpartpicker.com/product/RMvqqs/team-t-force-delta-max-rgb-1-tb-25-solid-state-drive-t253tm001t3c302,8,4.6
//cdna.pcpartpicker.com/static/forever/images/product/adc747a946f989edc13e0c8df1daedf6.256p.jpg,Kingston SSDNow V300,120 GB,1.346,SSD,,"2.5""",SATA 6.0 Gb/s,161.47,https://es.pcpartpicker.com/product/rtzv6h/kingston-internal-hard-drive-sv300s37a120g,262,4.6
//cdna.pcpartpicker.com/static/forever/images/product/aafcbf420443bb76cfe6a8c174f447db.256p.jpg,Solidigm P41 Plus,2 TB,0.08,SSD,,M.2,M.2 PCIe 4.0 X4,160.8,https://es.pcpartpicker.com/product/RqTp99/solidigm-p41-plus-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ssdpfknu020tzx1,1,5
https://m.media-amazon.com/images/I/518fR7SmzNL.jpg,Western Digital VelociRaptor,300 GB,0.533,10000 RPM,16 MB,"3.5""",SATA 3.0 Gb/s,160,https://es.pcpartpicker.com/product/LMH323/western-digital-internal-hard-drive-wd3000hlfs,1,5
//cdna.pcpartpicker.com/static/forever/images/product/67ae19fe7847cb5bf67f4448e717e831.256p.jpg,Western Digital Black SN850,1 TB,0.16,SSD,,M.2,M.2 PCIe 4.0 X4,159.94,https://es.pcpartpicker.com/product/W69tt6/western-digital-black-sn850-1-tb-m2-2280-nvme-solid-state-drive-wds100t1x0e,58,4.9
//cdna.pcpartpicker.com/static/forever/images/product/d59265eb1c1a742d7b7510e8259924db.256p.jpg,Gigabyte AORUS Gen4,1 TB,0.16,SSD,2048 MB,M.2,M.2 PCIe 4.0 X4,159.79,https://es.pcpartpicker.com/product/N8n8TW/gigabyte-aorus-gen4-1-tb-m2-2280-nvme-solid-state-drive-gp-ag41tb,13,4.8
//cdna.pcpartpicker.com/static/forever/images/product/24739d2c05e810fd8c8d6883e6ed10fe.256p.jpg,Crucial MX500,2 TB,0.08,SSD,2048 MB,"2.5""",SATA 6.0 Gb/s,159.11,https://es.pcpartpicker.com/product/nF8j4D/crucial-mx500-2tb-25-solid-state-drive-ct2000mx500ssd1,48,4.8
https://m.media-amazon.com/images/I/51Jo4e0NpsL.jpg,Seagate Constellation ES,2 TB,0.08,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,159.05,https://es.pcpartpicker.com/product/KDW9TW/seagate-internal-hard-drive-st2000nm0011,4,4.2
https://images-na.ssl-images-amazon.com/images/I/41EzAVjQpnL.jpg,Seagate Constellation ES,1 TB,0.159,7200 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,159,https://es.pcpartpicker.com/product/M3phP6/seagate-internal-hard-drive-st31000524ns,4,4.2
https://m.media-amazon.com/images/I/41mLhXvczUL.jpg,Hitachi 7K1000.B,1 TB,0.159,7200 RPM,16 MB,"3.5""",SATA 3.0 Gb/s,159,https://es.pcpartpicker.com/product/hWsKHx/hitachi-internal-hard-drive-hdt721010sla360,1,5
https://m.media-amazon.com/images/I/51bDpXmnvtL.jpg,Western Digital Caviar Black,2 TB,0.08,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,159,https://es.pcpartpicker.com/product/cpw323/western-digital-internal-hard-drive-wd2002faex,69,4.6
//cdna.pcpartpicker.com/static/forever/images/product/f57d0b0bbb51ba5cbefd833cc6bc43ef.256p.jpg,Seagate ST4000NM0024,4 TB,0.04,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,158.99,https://es.pcpartpicker.com/product/cFw323/seagate-internal-hard-drive-st4000nm0024,1,5
//cdna.pcpartpicker.com/static/forever/images/product/4dfe9f402d344d460b4917dc638087d7.256p.jpg,Corsair MP600 CORE,1 TB,0.159,SSD,,M.2,M.2 PCIe 4.0 X4,158.93,https://es.pcpartpicker.com/product/RgTzK8/corsair-mp600-core-1-tb-m2-2280-nvme-solid-state-drive-cssd-f1000gbmp600cor,2,5
//cdna.pcpartpicker.com/static/forever/images/product/76e5f40a91ac5934c51cd0b1f050e398.256p.jpg,Western Digital Red,6 TB,0.026,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,158.84,https://es.pcpartpicker.com/product/DhsKHx/western-digital-internal-hard-drive-wd60efrx,4,5
//cdna.pcpartpicker.com/static/forever/images/product/82ae03f2b4a2b03e374b05d0a64774c7.256p.jpg,Western Digital WDS100T1XHE w/Heatsink,1 TB,0.159,SSD,,M.2,M.2 PCIe 4.0 X4,158.61,https://es.pcpartpicker.com/product/PwNgXL/western-digital-black-sn850-1-tb-m2-2280-nvme-solid-state-drive-wds100t1xhe,1,5
https://m.media-amazon.com/images/I/31OUniJjN+L.jpg,Samsung 860 Evo,500 GB,0.316,SSD,512 MB,"2.5""",SATA 6.0 Gb/s,157.86,https://es.pcpartpicker.com/product/6yKcCJ/samsung-860-evo-500gb-25-solid-state-drive-mz-76e500bam,325,4.9
//cdna.pcpartpicker.com/static/forever/images/product/3101c0da7b14f0ce46f724813d1f1be2.256p.jpg,Seagate Barracuda Compute,8 TB,0.02,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,157.8,https://es.pcpartpicker.com/product/2ycG3C/seagate-barracuda-compute-8-tb-35-5400rpm-internal-hard-drive-st8000dm004,4,4.5
https://m.media-amazon.com/images/I/51kCzqliYaL.jpg,Hitachi A7K1000-1000,1 TB,0.157,7200 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,157.12,https://es.pcpartpicker.com/product/wNV48d/hitachi-internal-hard-drive-hua721010kla330,27,3.7
